state_ansi,group_desc,zip_5,region_desc,util_practice_desc,location_desc,asd_code,week_ending,agg_level_desc,county_code,sector_desc,state_fips_code,year,asd_desc,country_code,county_ansi,watershed_desc,country_name,prodn_practice_desc,county_name,watershed_code,state_alpha,commodity_desc,domain_desc,load_time,class_desc,reference_period_desc,state_name,short_desc,statisticcat_desc,source_desc,Value,congr_district_code,freq_desc,unit_desc,begin_code,CV (%),end_code,domaincat_desc
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",80,,COUNTY,149,CROPS,26,1970,SOUTH CENTRAL,9000,149,,UNITED STATES,ALL PRODUCTION PRACTICES,ST JOSEPH,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,70,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",80,,COUNTY,155,CROPS,26,1970,SOUTH CENTRAL,9000,155,,UNITED STATES,ALL PRODUCTION PRACTICES,SHIAWASSEE,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,75,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTHEAST, GENESEE",90,,COUNTY,049,CROPS,26,1970,SOUTHEAST,9000,049,,UNITED STATES,ALL PRODUCTION PRACTICES,GENESEE,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,73,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTHEAST, LAPEER",90,,COUNTY,087,CROPS,26,1970,SOUTHEAST,9000,087,,UNITED STATES,ALL PRODUCTION PRACTICES,LAPEER,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,80,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTHEAST, LENAWEE",90,,COUNTY,091,CROPS,26,1970,SOUTHEAST,9000,091,,UNITED STATES,ALL PRODUCTION PRACTICES,LENAWEE,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,93,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTHEAST, LIVINGSTON",90,,COUNTY,093,CROPS,26,1970,SOUTHEAST,9000,093,,UNITED STATES,ALL PRODUCTION PRACTICES,LIVINGSTON,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,79,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTHEAST, MACOMB",90,,COUNTY,099,CROPS,26,1970,SOUTHEAST,9000,099,,UNITED STATES,ALL PRODUCTION PRACTICES,MACOMB,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,81,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTHEAST, MONROE",90,,COUNTY,115,CROPS,26,1970,SOUTHEAST,9000,115,,UNITED STATES,ALL PRODUCTION PRACTICES,MONROE,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,88,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTHEAST, OAKLAND",90,,COUNTY,125,CROPS,26,1970,SOUTHEAST,9000,125,,UNITED STATES,ALL PRODUCTION PRACTICES,OAKLAND,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,79,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTHEAST, ST CLAIR",90,,COUNTY,147,CROPS,26,1970,SOUTHEAST,9000,147,,UNITED STATES,ALL PRODUCTION PRACTICES,ST CLAIR,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,79,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTHEAST, WASHTENAW",90,,COUNTY,161,CROPS,26,1970,SOUTHEAST,9000,161,,UNITED STATES,ALL PRODUCTION PRACTICES,WASHTENAW,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,80.7,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTHEAST, WAYNE",90,,COUNTY,163,CROPS,26,1970,SOUTHEAST,9000,163,,UNITED STATES,ALL PRODUCTION PRACTICES,WAYNE,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,72,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
