watershed_code,watershed_desc,year,freq_desc,short_desc,begin_code,load_time,country_code,state_alpha,class_desc,country_name,commodity_desc,Value,week_ending,county_ansi,prodn_practice_desc,end_code,asd_code,statisticcat_desc,CV (%),sector_desc,county_name,agg_level_desc,group_desc,region_desc,congr_district_code,asd_desc,unit_desc,reference_period_desc,domaincat_desc,location_desc,county_code,domain_desc,state_name,state_fips_code,source_desc,state_ansi,zip_5,util_practice_desc
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,74,,149,ALL PRODUCTION PRACTICES,00,80,YIELD,,CROPS,ST JOSEPH,COUNTY,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",149,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,70,,155,ALL PRODUCTION PRACTICES,00,80,YIELD,,CROPS,SHIAWASSEE,COUNTY,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",155,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,77,,049,ALL PRODUCTION PRACTICES,00,90,YIELD,,CROPS,GENESEE,COUNTY,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, GENESEE",049,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,88,,087,ALL PRODUCTION PRACTICES,00,90,YIELD,,CROPS,LAPEER,COUNTY,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, LAPEER",087,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,92,,091,ALL PRODUCTION PRACTICES,00,90,YIELD,,CROPS,LENAWEE,COUNTY,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, LENAWEE",091,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,70,,093,ALL PRODUCTION PRACTICES,00,90,YIELD,,CROPS,LIVINGSTON,COUNTY,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, LIVINGSTON",093,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,79,,099,ALL PRODUCTION PRACTICES,00,90,YIELD,,CROPS,MACOMB,COUNTY,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, MACOMB",099,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,86,,115,ALL PRODUCTION PRACTICES,00,90,YIELD,,CROPS,MONROE,COUNTY,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, MONROE",115,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,77,,125,ALL PRODUCTION PRACTICES,00,90,YIELD,,CROPS,OAKLAND,COUNTY,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, OAKLAND",125,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,77,,147,ALL PRODUCTION PRACTICES,00,90,YIELD,,CROPS,ST CLAIR,COUNTY,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, ST CLAIR",147,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,76,,161,ALL PRODUCTION PRACTICES,00,90,YIELD,,CROPS,WASHTENAW,COUNTY,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, WASHTENAW",161,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,66,,163,ALL PRODUCTION PRACTICES,00,90,YIELD,,CROPS,WAYNE,COUNTY,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, WAYNE",163,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
