zip_5,group_desc,region_desc,state_ansi,util_practice_desc,location_desc,asd_code,country_code,state_fips_code,sector_desc,year,county_code,week_ending,agg_level_desc,asd_desc,country_name,watershed_desc,county_name,prodn_practice_desc,county_ansi,class_desc,load_time,short_desc,state_name,reference_period_desc,state_alpha,watershed_code,commodity_desc,domain_desc,congr_district_code,freq_desc,unit_desc,statisticcat_desc,Value,source_desc,CV (%),end_code,domaincat_desc,begin_code
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTHWEST, CASS",70,9000,26,CROPS,1975,027,,COUNTY,SOUTHWEST,UNITED STATES,,CASS,ALL PRODUCTION PRACTICES,027,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,81.8,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTHWEST, KALAMAZOO",70,9000,26,CROPS,1975,077,,COUNTY,SOUTHWEST,UNITED STATES,,KALAMAZOO,ALL PRODUCTION PRACTICES,077,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,83,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTHWEST, KENT",70,9000,26,CROPS,1975,081,,COUNTY,SOUTHWEST,UNITED STATES,,KENT,ALL PRODUCTION PRACTICES,081,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,73.4,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTHWEST, OTTAWA",70,9000,26,CROPS,1975,139,,COUNTY,SOUTHWEST,UNITED STATES,,OTTAWA,ALL PRODUCTION PRACTICES,139,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,79.5,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTHWEST, VAN BUREN",70,9000,26,CROPS,1975,159,,COUNTY,SOUTHWEST,UNITED STATES,,VAN BUREN,ALL PRODUCTION PRACTICES,159,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,82.7,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTH CENTRAL, BARRY",80,9000,26,CROPS,1975,015,,COUNTY,SOUTH CENTRAL,UNITED STATES,,BARRY,ALL PRODUCTION PRACTICES,015,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,74.2,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTH CENTRAL, BRANCH",80,9000,26,CROPS,1975,023,,COUNTY,SOUTH CENTRAL,UNITED STATES,,BRANCH,ALL PRODUCTION PRACTICES,023,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,81,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTH CENTRAL, CALHOUN",80,9000,26,CROPS,1975,025,,COUNTY,SOUTH CENTRAL,UNITED STATES,,CALHOUN,ALL PRODUCTION PRACTICES,025,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,78.3,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTH CENTRAL, CLINTON",80,9000,26,CROPS,1975,037,,COUNTY,SOUTH CENTRAL,UNITED STATES,,CLINTON,ALL PRODUCTION PRACTICES,037,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,80.6,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTH CENTRAL, EATON",80,9000,26,CROPS,1975,045,,COUNTY,SOUTH CENTRAL,UNITED STATES,,EATON,ALL PRODUCTION PRACTICES,045,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,69.9,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",80,9000,26,CROPS,1975,059,,COUNTY,SOUTH CENTRAL,UNITED STATES,,HILLSDALE,ALL PRODUCTION PRACTICES,059,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,76.6,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTH CENTRAL, INGHAM",80,9000,26,CROPS,1975,065,,COUNTY,SOUTH CENTRAL,UNITED STATES,,INGHAM,ALL PRODUCTION PRACTICES,065,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,80.1,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTH CENTRAL, IONIA",80,9000,26,CROPS,1975,067,,COUNTY,SOUTH CENTRAL,UNITED STATES,,IONIA,ALL PRODUCTION PRACTICES,067,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,78,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTH CENTRAL, JACKSON",80,9000,26,CROPS,1975,075,,COUNTY,SOUTH CENTRAL,UNITED STATES,,JACKSON,ALL PRODUCTION PRACTICES,075,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,75.7,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",80,9000,26,CROPS,1975,149,,COUNTY,SOUTH CENTRAL,UNITED STATES,,ST JOSEPH,ALL PRODUCTION PRACTICES,149,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,79.7,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",80,9000,26,CROPS,1975,155,,COUNTY,SOUTH CENTRAL,UNITED STATES,,SHIAWASSEE,ALL PRODUCTION PRACTICES,155,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,74.5,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTHEAST, GENESEE",90,9000,26,CROPS,1975,049,,COUNTY,SOUTHEAST,UNITED STATES,,GENESEE,ALL PRODUCTION PRACTICES,049,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,80.9,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTHEAST, LAPEER",90,9000,26,CROPS,1975,087,,COUNTY,SOUTHEAST,UNITED STATES,,LAPEER,ALL PRODUCTION PRACTICES,087,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,72.5,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTHEAST, LENAWEE",90,9000,26,CROPS,1975,091,,COUNTY,SOUTHEAST,UNITED STATES,,LENAWEE,ALL PRODUCTION PRACTICES,091,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,92,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTHEAST, LIVINGSTON",90,9000,26,CROPS,1975,093,,COUNTY,SOUTHEAST,UNITED STATES,,LIVINGSTON,ALL PRODUCTION PRACTICES,093,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,75.8,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTHEAST, MACOMB",90,9000,26,CROPS,1975,099,,COUNTY,SOUTHEAST,UNITED STATES,,MACOMB,ALL PRODUCTION PRACTICES,099,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,84.4,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTHEAST, MONROE",90,9000,26,CROPS,1975,115,,COUNTY,SOUTHEAST,UNITED STATES,,MONROE,ALL PRODUCTION PRACTICES,115,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,91.9,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTHEAST, OAKLAND",90,9000,26,CROPS,1975,125,,COUNTY,SOUTHEAST,UNITED STATES,,OAKLAND,ALL PRODUCTION PRACTICES,125,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,68.4,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTHEAST, ST CLAIR",90,9000,26,CROPS,1975,147,,COUNTY,SOUTHEAST,UNITED STATES,,ST CLAIR,ALL PRODUCTION PRACTICES,147,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,79.8,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTHEAST, WASHTENAW",90,9000,26,CROPS,1975,161,,COUNTY,SOUTHEAST,UNITED STATES,,WASHTENAW,ALL PRODUCTION PRACTICES,161,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,78.3,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTHEAST, WAYNE",90,9000,26,CROPS,1975,163,,COUNTY,SOUTHEAST,UNITED STATES,,WAYNE,ALL PRODUCTION PRACTICES,163,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,78,SURVEY,,00,NOT SPECIFIED,00
