unit_desc,agg_level_desc,week_ending,reference_period_desc,location_desc,region_desc,congr_district_code,freq_desc,domaincat_desc,commodity_desc,begin_code,short_desc,zip_5,prodn_practice_desc,util_practice_desc,state_ansi,Value,group_desc,asd_code,watershed_code,sector_desc,CV (%),statisticcat_desc,county_name,state_fips_code,county_code,state_alpha,source_desc,county_ansi,state_name,asd_desc,country_name,watershed_desc,domain_desc,class_desc,end_code,load_time,country_code,year
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTHWEST, KENT",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,45.6,FIELD CROPS,70,00000000,CROPS,,YIELD,KENT,26,081,MI,SURVEY,081,MICHIGAN,SOUTHWEST,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTHWEST, OTTAWA",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,51.6,FIELD CROPS,70,00000000,CROPS,,YIELD,OTTAWA,26,139,MI,SURVEY,139,MICHIGAN,SOUTHWEST,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTHWEST, VAN BUREN",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,43.3,FIELD CROPS,70,00000000,CROPS,,YIELD,VAN BUREN,26,159,MI,SURVEY,159,MICHIGAN,SOUTHWEST,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTH CENTRAL, BARRY",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,57.8,FIELD CROPS,80,00000000,CROPS,,YIELD,BARRY,26,015,MI,SURVEY,015,MICHIGAN,SOUTH CENTRAL,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTH CENTRAL, BRANCH",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,73.2,FIELD CROPS,80,00000000,CROPS,,YIELD,BRANCH,26,023,MI,SURVEY,023,MICHIGAN,SOUTH CENTRAL,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTH CENTRAL, CALHOUN",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,62.8,FIELD CROPS,80,00000000,CROPS,,YIELD,CALHOUN,26,025,MI,SURVEY,025,MICHIGAN,SOUTH CENTRAL,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTH CENTRAL, CLINTON",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,55.8,FIELD CROPS,80,00000000,CROPS,,YIELD,CLINTON,26,037,MI,SURVEY,037,MICHIGAN,SOUTH CENTRAL,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTH CENTRAL, EATON",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,57,FIELD CROPS,80,00000000,CROPS,,YIELD,EATON,26,045,MI,SURVEY,045,MICHIGAN,SOUTH CENTRAL,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,69.8,FIELD CROPS,80,00000000,CROPS,,YIELD,HILLSDALE,26,059,MI,SURVEY,059,MICHIGAN,SOUTH CENTRAL,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTH CENTRAL, INGHAM",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,66.3,FIELD CROPS,80,00000000,CROPS,,YIELD,INGHAM,26,065,MI,SURVEY,065,MICHIGAN,SOUTH CENTRAL,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTH CENTRAL, IONIA",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,52.2,FIELD CROPS,80,00000000,CROPS,,YIELD,IONIA,26,067,MI,SURVEY,067,MICHIGAN,SOUTH CENTRAL,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTH CENTRAL, JACKSON",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,64.3,FIELD CROPS,80,00000000,CROPS,,YIELD,JACKSON,26,075,MI,SURVEY,075,MICHIGAN,SOUTH CENTRAL,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,73.4,FIELD CROPS,80,00000000,CROPS,,YIELD,ST JOSEPH,26,149,MI,SURVEY,149,MICHIGAN,SOUTH CENTRAL,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,54.6,FIELD CROPS,80,00000000,CROPS,,YIELD,SHIAWASSEE,26,155,MI,SURVEY,155,MICHIGAN,SOUTH CENTRAL,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTHEAST, GENESEE",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,55.5,FIELD CROPS,90,00000000,CROPS,,YIELD,GENESEE,26,049,MI,SURVEY,049,MICHIGAN,SOUTHEAST,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTHEAST, LAPEER",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,46.7,FIELD CROPS,90,00000000,CROPS,,YIELD,LAPEER,26,087,MI,SURVEY,087,MICHIGAN,SOUTHEAST,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTHEAST, LENAWEE",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,78.8,FIELD CROPS,90,00000000,CROPS,,YIELD,LENAWEE,26,091,MI,SURVEY,091,MICHIGAN,SOUTHEAST,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTHEAST, LIVINGSTON",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,53.1,FIELD CROPS,90,00000000,CROPS,,YIELD,LIVINGSTON,26,093,MI,SURVEY,093,MICHIGAN,SOUTHEAST,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTHEAST, MACOMB",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,46.1,FIELD CROPS,90,00000000,CROPS,,YIELD,MACOMB,26,099,MI,SURVEY,099,MICHIGAN,SOUTHEAST,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTHEAST, MONROE",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,76.4,FIELD CROPS,90,00000000,CROPS,,YIELD,MONROE,26,115,MI,SURVEY,115,MICHIGAN,SOUTHEAST,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTHEAST, OAKLAND",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,50.5,FIELD CROPS,90,00000000,CROPS,,YIELD,OAKLAND,26,125,MI,SURVEY,125,MICHIGAN,SOUTHEAST,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTHEAST, ST CLAIR",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,44.9,FIELD CROPS,90,00000000,CROPS,,YIELD,ST CLAIR,26,147,MI,SURVEY,147,MICHIGAN,SOUTHEAST,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTHEAST, WASHTENAW",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,76,FIELD CROPS,90,00000000,CROPS,,YIELD,WASHTENAW,26,161,MI,SURVEY,161,MICHIGAN,SOUTHEAST,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
BU / ACRE,COUNTY,,YEAR,"MICHIGAN, SOUTHEAST, WAYNE",,,ANNUAL,NOT SPECIFIED,CORN,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,ALL PRODUCTION PRACTICES,GRAIN,26,63.4,FIELD CROPS,90,00000000,CROPS,,YIELD,WAYNE,26,163,MI,SURVEY,163,MICHIGAN,SOUTHEAST,UNITED STATES,,TOTAL,ALL CLASSES,00,2012-01-01 00:00:00.000,9000,1958
