group_desc,agg_level_desc,county_name,CV (%),asd_code,statisticcat_desc,sector_desc,prodn_practice_desc,county_ansi,end_code,week_ending,Value,country_name,commodity_desc,state_alpha,class_desc,country_code,begin_code,load_time,watershed_desc,watershed_code,year,short_desc,freq_desc,zip_5,util_practice_desc,state_ansi,source_desc,state_fips_code,state_name,county_code,domain_desc,location_desc,domaincat_desc,reference_period_desc,unit_desc,asd_desc,region_desc,congr_district_code
FIELD CROPS,COUNTY,CASS,,70,YIELD,CROPS,ALL PRODUCTION PRACTICES,027,00,,71.4,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,027,TOTAL,"MICHIGAN, SOUTHWEST, CASS",NOT SPECIFIED,YEAR,BU / ACRE,SOUTHWEST,,
FIELD CROPS,COUNTY,KALAMAZOO,,70,YIELD,CROPS,ALL PRODUCTION PRACTICES,077,00,,95.6,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,077,TOTAL,"MICHIGAN, SOUTHWEST, KALAMAZOO",NOT SPECIFIED,YEAR,BU / ACRE,SOUTHWEST,,
FIELD CROPS,COUNTY,KENT,,70,YIELD,CROPS,ALL PRODUCTION PRACTICES,081,00,,88.5,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,081,TOTAL,"MICHIGAN, SOUTHWEST, KENT",NOT SPECIFIED,YEAR,BU / ACRE,SOUTHWEST,,
FIELD CROPS,COUNTY,OTTAWA,,70,YIELD,CROPS,ALL PRODUCTION PRACTICES,139,00,,90,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,139,TOTAL,"MICHIGAN, SOUTHWEST, OTTAWA",NOT SPECIFIED,YEAR,BU / ACRE,SOUTHWEST,,
FIELD CROPS,COUNTY,VAN BUREN,,70,YIELD,CROPS,ALL PRODUCTION PRACTICES,159,00,,64.4,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,159,TOTAL,"MICHIGAN, SOUTHWEST, VAN BUREN",NOT SPECIFIED,YEAR,BU / ACRE,SOUTHWEST,,
FIELD CROPS,COUNTY,BARRY,,80,YIELD,CROPS,ALL PRODUCTION PRACTICES,015,00,,88.5,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,015,TOTAL,"MICHIGAN, SOUTH CENTRAL, BARRY",NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,
FIELD CROPS,COUNTY,BRANCH,,80,YIELD,CROPS,ALL PRODUCTION PRACTICES,023,00,,94.6,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,023,TOTAL,"MICHIGAN, SOUTH CENTRAL, BRANCH",NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,
FIELD CROPS,COUNTY,CALHOUN,,80,YIELD,CROPS,ALL PRODUCTION PRACTICES,025,00,,94.6,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,025,TOTAL,"MICHIGAN, SOUTH CENTRAL, CALHOUN",NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,
FIELD CROPS,COUNTY,CLINTON,,80,YIELD,CROPS,ALL PRODUCTION PRACTICES,037,00,,84.8,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,037,TOTAL,"MICHIGAN, SOUTH CENTRAL, CLINTON",NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,
FIELD CROPS,COUNTY,EATON,,80,YIELD,CROPS,ALL PRODUCTION PRACTICES,045,00,,91.2,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,045,TOTAL,"MICHIGAN, SOUTH CENTRAL, EATON",NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,
FIELD CROPS,COUNTY,HILLSDALE,,80,YIELD,CROPS,ALL PRODUCTION PRACTICES,059,00,,94,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,059,TOTAL,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,
FIELD CROPS,COUNTY,INGHAM,,80,YIELD,CROPS,ALL PRODUCTION PRACTICES,065,00,,84.6,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,065,TOTAL,"MICHIGAN, SOUTH CENTRAL, INGHAM",NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,
FIELD CROPS,COUNTY,IONIA,,80,YIELD,CROPS,ALL PRODUCTION PRACTICES,067,00,,89.1,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,067,TOTAL,"MICHIGAN, SOUTH CENTRAL, IONIA",NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,
FIELD CROPS,COUNTY,JACKSON,,80,YIELD,CROPS,ALL PRODUCTION PRACTICES,075,00,,89.4,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,075,TOTAL,"MICHIGAN, SOUTH CENTRAL, JACKSON",NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,
FIELD CROPS,COUNTY,ST JOSEPH,,80,YIELD,CROPS,ALL PRODUCTION PRACTICES,149,00,,91,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,149,TOTAL,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,
FIELD CROPS,COUNTY,SHIAWASSEE,,80,YIELD,CROPS,ALL PRODUCTION PRACTICES,155,00,,84.6,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,155,TOTAL,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,
FIELD CROPS,COUNTY,GENESEE,,90,YIELD,CROPS,ALL PRODUCTION PRACTICES,049,00,,97.4,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,049,TOTAL,"MICHIGAN, SOUTHEAST, GENESEE",NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,
FIELD CROPS,COUNTY,LAPEER,,90,YIELD,CROPS,ALL PRODUCTION PRACTICES,087,00,,93.5,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,087,TOTAL,"MICHIGAN, SOUTHEAST, LAPEER",NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,
FIELD CROPS,COUNTY,LENAWEE,,90,YIELD,CROPS,ALL PRODUCTION PRACTICES,091,00,,109,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,091,TOTAL,"MICHIGAN, SOUTHEAST, LENAWEE",NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,
FIELD CROPS,COUNTY,LIVINGSTON,,90,YIELD,CROPS,ALL PRODUCTION PRACTICES,093,00,,84.3,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,093,TOTAL,"MICHIGAN, SOUTHEAST, LIVINGSTON",NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,
FIELD CROPS,COUNTY,MACOMB,,90,YIELD,CROPS,ALL PRODUCTION PRACTICES,099,00,,92.5,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,099,TOTAL,"MICHIGAN, SOUTHEAST, MACOMB",NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,
FIELD CROPS,COUNTY,MONROE,,90,YIELD,CROPS,ALL PRODUCTION PRACTICES,115,00,,107.4,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,115,TOTAL,"MICHIGAN, SOUTHEAST, MONROE",NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,
FIELD CROPS,COUNTY,OAKLAND,,90,YIELD,CROPS,ALL PRODUCTION PRACTICES,125,00,,96.6,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,125,TOTAL,"MICHIGAN, SOUTHEAST, OAKLAND",NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,
FIELD CROPS,COUNTY,ST CLAIR,,90,YIELD,CROPS,ALL PRODUCTION PRACTICES,147,00,,89.5,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,147,TOTAL,"MICHIGAN, SOUTHEAST, ST CLAIR",NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,
FIELD CROPS,COUNTY,WASHTENAW,,90,YIELD,CROPS,ALL PRODUCTION PRACTICES,161,00,,89.2,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,161,TOTAL,"MICHIGAN, SOUTHEAST, WASHTENAW",NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,
FIELD CROPS,COUNTY,WAYNE,,90,YIELD,CROPS,ALL PRODUCTION PRACTICES,163,00,,94.2,UNITED STATES,CORN,MI,ALL CLASSES,9000,00,2012-01-01 00:00:00.000,,00000000,1983,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,GRAIN,26,SURVEY,26,MICHIGAN,163,TOTAL,"MICHIGAN, SOUTHEAST, WAYNE",NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,
