county_name,source_desc,class_desc,reference_period_desc,state_fips_code,unit_desc,domaincat_desc,location_desc,prodn_practice_desc,end_code,group_desc,state_ansi,commodity_desc,state_alpha,country_name,county_code,watershed_code,watershed_desc,statisticcat_desc,state_name,county_ansi,country_code,agg_level_desc,week_ending,CV (%),load_time,util_practice_desc,asd_code,Value,congr_district_code,zip_5,begin_code,freq_desc,region_desc,domain_desc,short_desc,sector_desc,year,asd_desc
INGHAM,SURVEY,ALL CLASSES,YEAR,26,BU / ACRE,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, INGHAM",ALL PRODUCTION PRACTICES,00,FIELD CROPS,26,CORN,MI,UNITED STATES,065,00000000,,YIELD,MICHIGAN,065,9000,COUNTY,,,2012-01-01 00:00:00.000,GRAIN,80,120.5,,,00,ANNUAL,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,1990,SOUTH CENTRAL
IONIA,SURVEY,ALL CLASSES,YEAR,26,BU / ACRE,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, IONIA",ALL PRODUCTION PRACTICES,00,FIELD CROPS,26,CORN,MI,UNITED STATES,067,00000000,,YIELD,MICHIGAN,067,9000,COUNTY,,,2012-01-01 00:00:00.000,GRAIN,80,112.5,,,00,ANNUAL,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,1990,SOUTH CENTRAL
JACKSON,SURVEY,ALL CLASSES,YEAR,26,BU / ACRE,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, JACKSON",ALL PRODUCTION PRACTICES,00,FIELD CROPS,26,CORN,MI,UNITED STATES,075,00000000,,YIELD,MICHIGAN,075,9000,COUNTY,,,2012-01-01 00:00:00.000,GRAIN,80,102.7,,,00,ANNUAL,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,1990,SOUTH CENTRAL
ST JOSEPH,SURVEY,ALL CLASSES,YEAR,26,BU / ACRE,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",ALL PRODUCTION PRACTICES,00,FIELD CROPS,26,CORN,MI,UNITED STATES,149,00000000,,YIELD,MICHIGAN,149,9000,COUNTY,,,2012-01-01 00:00:00.000,GRAIN,80,112.2,,,00,ANNUAL,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,1990,SOUTH CENTRAL
SHIAWASSEE,SURVEY,ALL CLASSES,YEAR,26,BU / ACRE,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",ALL PRODUCTION PRACTICES,00,FIELD CROPS,26,CORN,MI,UNITED STATES,155,00000000,,YIELD,MICHIGAN,155,9000,COUNTY,,,2012-01-01 00:00:00.000,GRAIN,80,104.9,,,00,ANNUAL,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,1990,SOUTH CENTRAL
GENESEE,SURVEY,ALL CLASSES,YEAR,26,BU / ACRE,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, GENESEE",ALL PRODUCTION PRACTICES,00,FIELD CROPS,26,CORN,MI,UNITED STATES,049,00000000,,YIELD,MICHIGAN,049,9000,COUNTY,,,2012-01-01 00:00:00.000,GRAIN,90,109.9,,,00,ANNUAL,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,1990,SOUTHEAST
LAPEER,SURVEY,ALL CLASSES,YEAR,26,BU / ACRE,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, LAPEER",ALL PRODUCTION PRACTICES,00,FIELD CROPS,26,CORN,MI,UNITED STATES,087,00000000,,YIELD,MICHIGAN,087,9000,COUNTY,,,2012-01-01 00:00:00.000,GRAIN,90,110.4,,,00,ANNUAL,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,1990,SOUTHEAST
LENAWEE,SURVEY,ALL CLASSES,YEAR,26,BU / ACRE,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, LENAWEE",ALL PRODUCTION PRACTICES,00,FIELD CROPS,26,CORN,MI,UNITED STATES,091,00000000,,YIELD,MICHIGAN,091,9000,COUNTY,,,2012-01-01 00:00:00.000,GRAIN,90,124.3,,,00,ANNUAL,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,1990,SOUTHEAST
LIVINGSTON,SURVEY,ALL CLASSES,YEAR,26,BU / ACRE,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, LIVINGSTON",ALL PRODUCTION PRACTICES,00,FIELD CROPS,26,CORN,MI,UNITED STATES,093,00000000,,YIELD,MICHIGAN,093,9000,COUNTY,,,2012-01-01 00:00:00.000,GRAIN,90,96.6,,,00,ANNUAL,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,1990,SOUTHEAST
MACOMB,SURVEY,ALL CLASSES,YEAR,26,BU / ACRE,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, MACOMB",ALL PRODUCTION PRACTICES,00,FIELD CROPS,26,CORN,MI,UNITED STATES,099,00000000,,YIELD,MICHIGAN,099,9000,COUNTY,,,2012-01-01 00:00:00.000,GRAIN,90,100,,,00,ANNUAL,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,1990,SOUTHEAST
MONROE,SURVEY,ALL CLASSES,YEAR,26,BU / ACRE,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, MONROE",ALL PRODUCTION PRACTICES,00,FIELD CROPS,26,CORN,MI,UNITED STATES,115,00000000,,YIELD,MICHIGAN,115,9000,COUNTY,,,2012-01-01 00:00:00.000,GRAIN,90,126.2,,,00,ANNUAL,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,1990,SOUTHEAST
OAKLAND,SURVEY,ALL CLASSES,YEAR,26,BU / ACRE,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, OAKLAND",ALL PRODUCTION PRACTICES,00,FIELD CROPS,26,CORN,MI,UNITED STATES,125,00000000,,YIELD,MICHIGAN,125,9000,COUNTY,,,2012-01-01 00:00:00.000,GRAIN,90,104.5,,,00,ANNUAL,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,1990,SOUTHEAST
ST CLAIR,SURVEY,ALL CLASSES,YEAR,26,BU / ACRE,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, ST CLAIR",ALL PRODUCTION PRACTICES,00,FIELD CROPS,26,CORN,MI,UNITED STATES,147,00000000,,YIELD,MICHIGAN,147,9000,COUNTY,,,2012-01-01 00:00:00.000,GRAIN,90,107.4,,,00,ANNUAL,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,1990,SOUTHEAST
WASHTENAW,SURVEY,ALL CLASSES,YEAR,26,BU / ACRE,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, WASHTENAW",ALL PRODUCTION PRACTICES,00,FIELD CROPS,26,CORN,MI,UNITED STATES,161,00000000,,YIELD,MICHIGAN,161,9000,COUNTY,,,2012-01-01 00:00:00.000,GRAIN,90,103.9,,,00,ANNUAL,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,1990,SOUTHEAST
WAYNE,SURVEY,ALL CLASSES,YEAR,26,BU / ACRE,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, WAYNE",ALL PRODUCTION PRACTICES,00,FIELD CROPS,26,CORN,MI,UNITED STATES,163,00000000,,YIELD,MICHIGAN,163,9000,COUNTY,,,2012-01-01 00:00:00.000,GRAIN,90,100,,,00,ANNUAL,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",CROPS,1990,SOUTHEAST
