reference_period_desc,location_desc,state_ansi,county_ansi,congr_district_code,domaincat_desc,year,CV (%),state_fips_code,statisticcat_desc,country_name,watershed_desc,asd_code,source_desc,state_alpha,group_desc,class_desc,begin_code,country_code,state_name,week_ending,region_desc,domain_desc,asd_desc,Value,county_code,util_practice_desc,short_desc,load_time,unit_desc,freq_desc,agg_level_desc,watershed_code,prodn_practice_desc,zip_5,end_code,commodity_desc,county_name,sector_desc
YEAR,"MICHIGAN, SOUTHWEST, KALAMAZOO",26,077,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,70,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTHWEST,74.4,077,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,KALAMAZOO,CROPS
YEAR,"MICHIGAN, SOUTHWEST, KENT",26,081,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,70,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTHWEST,59.4,081,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,KENT,CROPS
YEAR,"MICHIGAN, SOUTHWEST, OTTAWA",26,139,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,70,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTHWEST,48,139,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,OTTAWA,CROPS
YEAR,"MICHIGAN, SOUTHWEST, VAN BUREN",26,159,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,70,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTHWEST,52.5,159,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,VAN BUREN,CROPS
YEAR,"MICHIGAN, SOUTH CENTRAL, BARRY",26,015,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,80,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTH CENTRAL,51.4,015,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,BARRY,CROPS
YEAR,"MICHIGAN, SOUTH CENTRAL, BRANCH",26,023,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,80,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTH CENTRAL,58.9,023,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,BRANCH,CROPS
YEAR,"MICHIGAN, SOUTH CENTRAL, CALHOUN",26,025,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,80,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTH CENTRAL,56.1,025,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,CALHOUN,CROPS
YEAR,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,037,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,80,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTH CENTRAL,54.1,037,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,CLINTON,CROPS
YEAR,"MICHIGAN, SOUTH CENTRAL, EATON",26,045,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,80,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTH CENTRAL,48.7,045,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,EATON,CROPS
YEAR,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",26,059,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,80,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTH CENTRAL,62.6,059,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,HILLSDALE,CROPS
YEAR,"MICHIGAN, SOUTH CENTRAL, INGHAM",26,065,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,80,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTH CENTRAL,60.8,065,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,INGHAM,CROPS
YEAR,"MICHIGAN, SOUTH CENTRAL, IONIA",26,067,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,80,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTH CENTRAL,64.6,067,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,IONIA,CROPS
YEAR,"MICHIGAN, SOUTH CENTRAL, JACKSON",26,075,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,80,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTH CENTRAL,58,075,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,JACKSON,CROPS
YEAR,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",26,149,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,80,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTH CENTRAL,100,149,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,ST JOSEPH,CROPS
YEAR,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,155,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,80,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTH CENTRAL,62.9,155,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,SHIAWASSEE,CROPS
YEAR,"MICHIGAN, SOUTHEAST, GENESEE",26,049,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,90,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTHEAST,65.7,049,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,GENESEE,CROPS
YEAR,"MICHIGAN, SOUTHEAST, LAPEER",26,087,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,90,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTHEAST,84.7,087,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,LAPEER,CROPS
YEAR,"MICHIGAN, SOUTHEAST, LENAWEE",26,091,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,90,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTHEAST,57.3,091,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,LENAWEE,CROPS
YEAR,"MICHIGAN, SOUTHEAST, LIVINGSTON",26,093,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,90,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTHEAST,52.2,093,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,LIVINGSTON,CROPS
YEAR,"MICHIGAN, SOUTHEAST, MACOMB",26,099,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,90,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTHEAST,77.3,099,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,MACOMB,CROPS
YEAR,"MICHIGAN, SOUTHEAST, MONROE",26,115,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,90,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTHEAST,75.3,115,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,MONROE,CROPS
YEAR,"MICHIGAN, SOUTHEAST, OAKLAND",26,125,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,90,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTHEAST,57.1,125,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,OAKLAND,CROPS
YEAR,"MICHIGAN, SOUTHEAST, ST CLAIR",26,147,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,90,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTHEAST,76.9,147,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,ST CLAIR,CROPS
YEAR,"MICHIGAN, SOUTHEAST, WASHTENAW",26,161,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,90,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTHEAST,62,161,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,WASHTENAW,CROPS
YEAR,"MICHIGAN, SOUTHEAST, WAYNE",26,163,,NOT SPECIFIED,1988,,26,YIELD,UNITED STATES,,90,SURVEY,MI,FIELD CROPS,ALL CLASSES,00,9000,MICHIGAN,,,TOTAL,SOUTHEAST,76,163,GRAIN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,BU / ACRE,ANNUAL,COUNTY,00000000,ALL PRODUCTION PRACTICES,,00,CORN,WAYNE,CROPS
