commodity_desc,domain_desc,watershed_code,state_alpha,reference_period_desc,state_name,short_desc,load_time,class_desc,county_ansi,prodn_practice_desc,county_name,watershed_desc,country_name,begin_code,domaincat_desc,end_code,CV (%),Value,source_desc,statisticcat_desc,unit_desc,freq_desc,congr_district_code,location_desc,util_practice_desc,state_ansi,region_desc,zip_5,group_desc,asd_desc,county_code,week_ending,agg_level_desc,year,sector_desc,state_fips_code,country_code,asd_code
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,077,ALL PRODUCTION PRACTICES,KALAMAZOO,,UNITED STATES,00,NOT SPECIFIED,00,,101.6,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTHWEST, KALAMAZOO",GRAIN,26,,,FIELD CROPS,SOUTHWEST,077,,COUNTY,1982,CROPS,26,9000,70
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,081,ALL PRODUCTION PRACTICES,KENT,,UNITED STATES,00,NOT SPECIFIED,00,,107.7,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTHWEST, KENT",GRAIN,26,,,FIELD CROPS,SOUTHWEST,081,,COUNTY,1982,CROPS,26,9000,70
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,139,ALL PRODUCTION PRACTICES,OTTAWA,,UNITED STATES,00,NOT SPECIFIED,00,,116,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTHWEST, OTTAWA",GRAIN,26,,,FIELD CROPS,SOUTHWEST,139,,COUNTY,1982,CROPS,26,9000,70
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,159,ALL PRODUCTION PRACTICES,VAN BUREN,,UNITED STATES,00,NOT SPECIFIED,00,,102,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTHWEST, VAN BUREN",GRAIN,26,,,FIELD CROPS,SOUTHWEST,159,,COUNTY,1982,CROPS,26,9000,70
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,015,ALL PRODUCTION PRACTICES,BARRY,,UNITED STATES,00,NOT SPECIFIED,00,,105,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTH CENTRAL, BARRY",GRAIN,26,,,FIELD CROPS,SOUTH CENTRAL,015,,COUNTY,1982,CROPS,26,9000,80
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,023,ALL PRODUCTION PRACTICES,BRANCH,,UNITED STATES,00,NOT SPECIFIED,00,,104.9,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTH CENTRAL, BRANCH",GRAIN,26,,,FIELD CROPS,SOUTH CENTRAL,023,,COUNTY,1982,CROPS,26,9000,80
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,025,ALL PRODUCTION PRACTICES,CALHOUN,,UNITED STATES,00,NOT SPECIFIED,00,,106.2,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTH CENTRAL, CALHOUN",GRAIN,26,,,FIELD CROPS,SOUTH CENTRAL,025,,COUNTY,1982,CROPS,26,9000,80
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,037,ALL PRODUCTION PRACTICES,CLINTON,,UNITED STATES,00,NOT SPECIFIED,00,,121.4,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTH CENTRAL, CLINTON",GRAIN,26,,,FIELD CROPS,SOUTH CENTRAL,037,,COUNTY,1982,CROPS,26,9000,80
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,045,ALL PRODUCTION PRACTICES,EATON,,UNITED STATES,00,NOT SPECIFIED,00,,114.1,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTH CENTRAL, EATON",GRAIN,26,,,FIELD CROPS,SOUTH CENTRAL,045,,COUNTY,1982,CROPS,26,9000,80
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,059,ALL PRODUCTION PRACTICES,HILLSDALE,,UNITED STATES,00,NOT SPECIFIED,00,,104.9,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",GRAIN,26,,,FIELD CROPS,SOUTH CENTRAL,059,,COUNTY,1982,CROPS,26,9000,80
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,065,ALL PRODUCTION PRACTICES,INGHAM,,UNITED STATES,00,NOT SPECIFIED,00,,113.7,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTH CENTRAL, INGHAM",GRAIN,26,,,FIELD CROPS,SOUTH CENTRAL,065,,COUNTY,1982,CROPS,26,9000,80
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,067,ALL PRODUCTION PRACTICES,IONIA,,UNITED STATES,00,NOT SPECIFIED,00,,122.7,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTH CENTRAL, IONIA",GRAIN,26,,,FIELD CROPS,SOUTH CENTRAL,067,,COUNTY,1982,CROPS,26,9000,80
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,075,ALL PRODUCTION PRACTICES,JACKSON,,UNITED STATES,00,NOT SPECIFIED,00,,101.9,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTH CENTRAL, JACKSON",GRAIN,26,,,FIELD CROPS,SOUTH CENTRAL,075,,COUNTY,1982,CROPS,26,9000,80
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,149,ALL PRODUCTION PRACTICES,ST JOSEPH,,UNITED STATES,00,NOT SPECIFIED,00,,113.7,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",GRAIN,26,,,FIELD CROPS,SOUTH CENTRAL,149,,COUNTY,1982,CROPS,26,9000,80
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,155,ALL PRODUCTION PRACTICES,SHIAWASSEE,,UNITED STATES,00,NOT SPECIFIED,00,,100.4,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",GRAIN,26,,,FIELD CROPS,SOUTH CENTRAL,155,,COUNTY,1982,CROPS,26,9000,80
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,049,ALL PRODUCTION PRACTICES,GENESEE,,UNITED STATES,00,NOT SPECIFIED,00,,97.5,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTHEAST, GENESEE",GRAIN,26,,,FIELD CROPS,SOUTHEAST,049,,COUNTY,1982,CROPS,26,9000,90
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,087,ALL PRODUCTION PRACTICES,LAPEER,,UNITED STATES,00,NOT SPECIFIED,00,,96.6,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTHEAST, LAPEER",GRAIN,26,,,FIELD CROPS,SOUTHEAST,087,,COUNTY,1982,CROPS,26,9000,90
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,091,ALL PRODUCTION PRACTICES,LENAWEE,,UNITED STATES,00,NOT SPECIFIED,00,,116.3,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTHEAST, LENAWEE",GRAIN,26,,,FIELD CROPS,SOUTHEAST,091,,COUNTY,1982,CROPS,26,9000,90
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,093,ALL PRODUCTION PRACTICES,LIVINGSTON,,UNITED STATES,00,NOT SPECIFIED,00,,99.3,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTHEAST, LIVINGSTON",GRAIN,26,,,FIELD CROPS,SOUTHEAST,093,,COUNTY,1982,CROPS,26,9000,90
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,099,ALL PRODUCTION PRACTICES,MACOMB,,UNITED STATES,00,NOT SPECIFIED,00,,89.6,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTHEAST, MACOMB",GRAIN,26,,,FIELD CROPS,SOUTHEAST,099,,COUNTY,1982,CROPS,26,9000,90
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,115,ALL PRODUCTION PRACTICES,MONROE,,UNITED STATES,00,NOT SPECIFIED,00,,113.9,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTHEAST, MONROE",GRAIN,26,,,FIELD CROPS,SOUTHEAST,115,,COUNTY,1982,CROPS,26,9000,90
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,125,ALL PRODUCTION PRACTICES,OAKLAND,,UNITED STATES,00,NOT SPECIFIED,00,,92.6,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTHEAST, OAKLAND",GRAIN,26,,,FIELD CROPS,SOUTHEAST,125,,COUNTY,1982,CROPS,26,9000,90
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,147,ALL PRODUCTION PRACTICES,ST CLAIR,,UNITED STATES,00,NOT SPECIFIED,00,,93.1,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTHEAST, ST CLAIR",GRAIN,26,,,FIELD CROPS,SOUTHEAST,147,,COUNTY,1982,CROPS,26,9000,90
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,161,ALL PRODUCTION PRACTICES,WASHTENAW,,UNITED STATES,00,NOT SPECIFIED,00,,97,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTHEAST, WASHTENAW",GRAIN,26,,,FIELD CROPS,SOUTHEAST,161,,COUNTY,1982,CROPS,26,9000,90
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,163,ALL PRODUCTION PRACTICES,WAYNE,,UNITED STATES,00,NOT SPECIFIED,00,,93.5,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTHEAST, WAYNE",GRAIN,26,,,FIELD CROPS,SOUTHEAST,163,,COUNTY,1982,CROPS,26,9000,90
