CV (%),end_code,domaincat_desc,begin_code,freq_desc,congr_district_code,unit_desc,statisticcat_desc,Value,source_desc,class_desc,load_time,short_desc,reference_period_desc,state_name,state_alpha,watershed_code,commodity_desc,domain_desc,country_name,watershed_desc,county_name,prodn_practice_desc,county_ansi,country_code,state_fips_code,year,sector_desc,week_ending,agg_level_desc,county_code,asd_desc,asd_code,util_practice_desc,location_desc,zip_5,group_desc,region_desc,state_ansi
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,88.1,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,CASS,ALL PRODUCTION PRACTICES,027,9000,26,1985,CROPS,,COUNTY,027,SOUTHWEST,70,GRAIN,"MICHIGAN, SOUTHWEST, CASS",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,90,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,KALAMAZOO,ALL PRODUCTION PRACTICES,077,9000,26,1985,CROPS,,COUNTY,077,SOUTHWEST,70,GRAIN,"MICHIGAN, SOUTHWEST, KALAMAZOO",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,97.4,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,KENT,ALL PRODUCTION PRACTICES,081,9000,26,1985,CROPS,,COUNTY,081,SOUTHWEST,70,GRAIN,"MICHIGAN, SOUTHWEST, KENT",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,103,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,OTTAWA,ALL PRODUCTION PRACTICES,139,9000,26,1985,CROPS,,COUNTY,139,SOUTHWEST,70,GRAIN,"MICHIGAN, SOUTHWEST, OTTAWA",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,103,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,VAN BUREN,ALL PRODUCTION PRACTICES,159,9000,26,1985,CROPS,,COUNTY,159,SOUTHWEST,70,GRAIN,"MICHIGAN, SOUTHWEST, VAN BUREN",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,101.9,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,BARRY,ALL PRODUCTION PRACTICES,015,9000,26,1985,CROPS,,COUNTY,015,SOUTH CENTRAL,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, BARRY",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,104.1,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,BRANCH,ALL PRODUCTION PRACTICES,023,9000,26,1985,CROPS,,COUNTY,023,SOUTH CENTRAL,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, BRANCH",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,92.4,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,CALHOUN,ALL PRODUCTION PRACTICES,025,9000,26,1985,CROPS,,COUNTY,025,SOUTH CENTRAL,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, CALHOUN",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,117,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,CLINTON,ALL PRODUCTION PRACTICES,037,9000,26,1985,CROPS,,COUNTY,037,SOUTH CENTRAL,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, CLINTON",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,116.1,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,EATON,ALL PRODUCTION PRACTICES,045,9000,26,1985,CROPS,,COUNTY,045,SOUTH CENTRAL,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, EATON",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,115.7,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,HILLSDALE,ALL PRODUCTION PRACTICES,059,9000,26,1985,CROPS,,COUNTY,059,SOUTH CENTRAL,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,106.4,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,INGHAM,ALL PRODUCTION PRACTICES,065,9000,26,1985,CROPS,,COUNTY,065,SOUTH CENTRAL,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, INGHAM",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,109.4,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,IONIA,ALL PRODUCTION PRACTICES,067,9000,26,1985,CROPS,,COUNTY,067,SOUTH CENTRAL,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, IONIA",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,100.3,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,JACKSON,ALL PRODUCTION PRACTICES,075,9000,26,1985,CROPS,,COUNTY,075,SOUTH CENTRAL,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, JACKSON",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,106.2,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,ST JOSEPH,ALL PRODUCTION PRACTICES,149,9000,26,1985,CROPS,,COUNTY,149,SOUTH CENTRAL,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,96.6,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,SHIAWASSEE,ALL PRODUCTION PRACTICES,155,9000,26,1985,CROPS,,COUNTY,155,SOUTH CENTRAL,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,105.4,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,GENESEE,ALL PRODUCTION PRACTICES,049,9000,26,1985,CROPS,,COUNTY,049,SOUTHEAST,90,GRAIN,"MICHIGAN, SOUTHEAST, GENESEE",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,103.6,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,LAPEER,ALL PRODUCTION PRACTICES,087,9000,26,1985,CROPS,,COUNTY,087,SOUTHEAST,90,GRAIN,"MICHIGAN, SOUTHEAST, LAPEER",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,125,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,LENAWEE,ALL PRODUCTION PRACTICES,091,9000,26,1985,CROPS,,COUNTY,091,SOUTHEAST,90,GRAIN,"MICHIGAN, SOUTHEAST, LENAWEE",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,102.1,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,LIVINGSTON,ALL PRODUCTION PRACTICES,093,9000,26,1985,CROPS,,COUNTY,093,SOUTHEAST,90,GRAIN,"MICHIGAN, SOUTHEAST, LIVINGSTON",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,105.2,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,MACOMB,ALL PRODUCTION PRACTICES,099,9000,26,1985,CROPS,,COUNTY,099,SOUTHEAST,90,GRAIN,"MICHIGAN, SOUTHEAST, MACOMB",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,121,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,MONROE,ALL PRODUCTION PRACTICES,115,9000,26,1985,CROPS,,COUNTY,115,SOUTHEAST,90,GRAIN,"MICHIGAN, SOUTHEAST, MONROE",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,108,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,OAKLAND,ALL PRODUCTION PRACTICES,125,9000,26,1985,CROPS,,COUNTY,125,SOUTHEAST,90,GRAIN,"MICHIGAN, SOUTHEAST, OAKLAND",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,97.5,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,ST CLAIR,ALL PRODUCTION PRACTICES,147,9000,26,1985,CROPS,,COUNTY,147,SOUTHEAST,90,GRAIN,"MICHIGAN, SOUTHEAST, ST CLAIR",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,110.7,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,WASHTENAW,ALL PRODUCTION PRACTICES,161,9000,26,1985,CROPS,,COUNTY,161,SOUTHEAST,90,GRAIN,"MICHIGAN, SOUTHEAST, WASHTENAW",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,115.1,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,WAYNE,ALL PRODUCTION PRACTICES,163,9000,26,1985,CROPS,,COUNTY,163,SOUTHEAST,90,GRAIN,"MICHIGAN, SOUTHEAST, WAYNE",,FIELD CROPS,,26
