region_desc,congr_district_code,county_ansi,source_desc,watershed_desc,week_ending,short_desc,group_desc,state_fips_code,Value,location_desc,unit_desc,state_name,domaincat_desc,load_time,freq_desc,end_code,class_desc,CV (%),commodity_desc,country_code,state_ansi,state_alpha,agg_level_desc,statisticcat_desc,reference_period_desc,country_name,util_practice_desc,begin_code,asd_desc,sector_desc,asd_code,zip_5,watershed_code,year,domain_desc,county_name,county_code,prodn_practice_desc
,,075,SURVEY,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",FIELD CROPS,26,116,"MICHIGAN, SOUTH CENTRAL, JACKSON",BU / ACRE,MICHIGAN,NOT SPECIFIED,2012-01-01 00:00:00.000,ANNUAL,00,ALL CLASSES,,CORN,9000,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,GRAIN,00,SOUTH CENTRAL,CROPS,80,,00000000,1998,TOTAL,JACKSON,075,ALL PRODUCTION PRACTICES
,,149,SURVEY,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",FIELD CROPS,26,101,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",BU / ACRE,MICHIGAN,NOT SPECIFIED,2012-01-01 00:00:00.000,ANNUAL,00,ALL CLASSES,,CORN,9000,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,GRAIN,00,SOUTH CENTRAL,CROPS,80,,00000000,1998,TOTAL,ST JOSEPH,149,ALL PRODUCTION PRACTICES
,,155,SURVEY,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",FIELD CROPS,26,86,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",BU / ACRE,MICHIGAN,NOT SPECIFIED,2012-01-01 00:00:00.000,ANNUAL,00,ALL CLASSES,,CORN,9000,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,GRAIN,00,SOUTH CENTRAL,CROPS,80,,00000000,1998,TOTAL,SHIAWASSEE,155,ALL PRODUCTION PRACTICES
,,049,SURVEY,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",FIELD CROPS,26,93,"MICHIGAN, SOUTHEAST, GENESEE",BU / ACRE,MICHIGAN,NOT SPECIFIED,2012-01-01 00:00:00.000,ANNUAL,00,ALL CLASSES,,CORN,9000,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,GRAIN,00,SOUTHEAST,CROPS,90,,00000000,1998,TOTAL,GENESEE,049,ALL PRODUCTION PRACTICES
,,087,SURVEY,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",FIELD CROPS,26,114,"MICHIGAN, SOUTHEAST, LAPEER",BU / ACRE,MICHIGAN,NOT SPECIFIED,2012-01-01 00:00:00.000,ANNUAL,00,ALL CLASSES,,CORN,9000,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,GRAIN,00,SOUTHEAST,CROPS,90,,00000000,1998,TOTAL,LAPEER,087,ALL PRODUCTION PRACTICES
,,091,SURVEY,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",FIELD CROPS,26,146,"MICHIGAN, SOUTHEAST, LENAWEE",BU / ACRE,MICHIGAN,NOT SPECIFIED,2012-01-01 00:00:00.000,ANNUAL,00,ALL CLASSES,,CORN,9000,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,GRAIN,00,SOUTHEAST,CROPS,90,,00000000,1998,TOTAL,LENAWEE,091,ALL PRODUCTION PRACTICES
,,093,SURVEY,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",FIELD CROPS,26,97,"MICHIGAN, SOUTHEAST, LIVINGSTON",BU / ACRE,MICHIGAN,NOT SPECIFIED,2012-01-01 00:00:00.000,ANNUAL,00,ALL CLASSES,,CORN,9000,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,GRAIN,00,SOUTHEAST,CROPS,90,,00000000,1998,TOTAL,LIVINGSTON,093,ALL PRODUCTION PRACTICES
,,099,SURVEY,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",FIELD CROPS,26,115,"MICHIGAN, SOUTHEAST, MACOMB",BU / ACRE,MICHIGAN,NOT SPECIFIED,2012-01-01 00:00:00.000,ANNUAL,00,ALL CLASSES,,CORN,9000,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,GRAIN,00,SOUTHEAST,CROPS,90,,00000000,1998,TOTAL,MACOMB,099,ALL PRODUCTION PRACTICES
,,115,SURVEY,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",FIELD CROPS,26,154,"MICHIGAN, SOUTHEAST, MONROE",BU / ACRE,MICHIGAN,NOT SPECIFIED,2012-01-01 00:00:00.000,ANNUAL,00,ALL CLASSES,,CORN,9000,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,GRAIN,00,SOUTHEAST,CROPS,90,,00000000,1998,TOTAL,MONROE,115,ALL PRODUCTION PRACTICES
,,125,SURVEY,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",FIELD CROPS,26,79,"MICHIGAN, SOUTHEAST, OAKLAND",BU / ACRE,MICHIGAN,NOT SPECIFIED,2012-01-01 00:00:00.000,ANNUAL,00,ALL CLASSES,,CORN,9000,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,GRAIN,00,SOUTHEAST,CROPS,90,,00000000,1998,TOTAL,OAKLAND,125,ALL PRODUCTION PRACTICES
,,147,SURVEY,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",FIELD CROPS,26,102,"MICHIGAN, SOUTHEAST, ST CLAIR",BU / ACRE,MICHIGAN,NOT SPECIFIED,2012-01-01 00:00:00.000,ANNUAL,00,ALL CLASSES,,CORN,9000,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,GRAIN,00,SOUTHEAST,CROPS,90,,00000000,1998,TOTAL,ST CLAIR,147,ALL PRODUCTION PRACTICES
,,161,SURVEY,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",FIELD CROPS,26,119,"MICHIGAN, SOUTHEAST, WASHTENAW",BU / ACRE,MICHIGAN,NOT SPECIFIED,2012-01-01 00:00:00.000,ANNUAL,00,ALL CLASSES,,CORN,9000,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,GRAIN,00,SOUTHEAST,CROPS,90,,00000000,1998,TOTAL,WASHTENAW,161,ALL PRODUCTION PRACTICES
,,163,SURVEY,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",FIELD CROPS,26,120,"MICHIGAN, SOUTHEAST, WAYNE",BU / ACRE,MICHIGAN,NOT SPECIFIED,2012-01-01 00:00:00.000,ANNUAL,00,ALL CLASSES,,CORN,9000,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,GRAIN,00,SOUTHEAST,CROPS,90,,00000000,1998,TOTAL,WAYNE,163,ALL PRODUCTION PRACTICES
