asd_desc,region_desc,congr_district_code,domaincat_desc,reference_period_desc,unit_desc,state_fips_code,state_name,domain_desc,county_code,location_desc,zip_5,util_practice_desc,state_ansi,source_desc,begin_code,load_time,freq_desc,short_desc,watershed_code,watershed_desc,year,commodity_desc,country_name,class_desc,state_alpha,country_code,Value,week_ending,group_desc,county_name,agg_level_desc,sector_desc,statisticcat_desc,asd_code,CV (%),end_code,prodn_practice_desc,county_ansi
SOUTHWEST,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,027,"MICHIGAN, SOUTHWEST, CASS",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,98,,FIELD CROPS,CASS,COUNTY,CROPS,YIELD,70,,00,ALL PRODUCTION PRACTICES,027
SOUTHWEST,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,077,"MICHIGAN, SOUTHWEST, KALAMAZOO",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,95.4,,FIELD CROPS,KALAMAZOO,COUNTY,CROPS,YIELD,70,,00,ALL PRODUCTION PRACTICES,077
SOUTHWEST,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,081,"MICHIGAN, SOUTHWEST, KENT",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,81,,FIELD CROPS,KENT,COUNTY,CROPS,YIELD,70,,00,ALL PRODUCTION PRACTICES,081
SOUTHWEST,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,139,"MICHIGAN, SOUTHWEST, OTTAWA",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,89,,FIELD CROPS,OTTAWA,COUNTY,CROPS,YIELD,70,,00,ALL PRODUCTION PRACTICES,139
SOUTHWEST,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,159,"MICHIGAN, SOUTHWEST, VAN BUREN",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,87,,FIELD CROPS,VAN BUREN,COUNTY,CROPS,YIELD,70,,00,ALL PRODUCTION PRACTICES,159
SOUTH CENTRAL,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,015,"MICHIGAN, SOUTH CENTRAL, BARRY",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,90.3,,FIELD CROPS,BARRY,COUNTY,CROPS,YIELD,80,,00,ALL PRODUCTION PRACTICES,015
SOUTH CENTRAL,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,023,"MICHIGAN, SOUTH CENTRAL, BRANCH",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,105,,FIELD CROPS,BRANCH,COUNTY,CROPS,YIELD,80,,00,ALL PRODUCTION PRACTICES,023
SOUTH CENTRAL,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,025,"MICHIGAN, SOUTH CENTRAL, CALHOUN",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,96.9,,FIELD CROPS,CALHOUN,COUNTY,CROPS,YIELD,80,,00,ALL PRODUCTION PRACTICES,025
SOUTH CENTRAL,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,037,"MICHIGAN, SOUTH CENTRAL, CLINTON",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,97,,FIELD CROPS,CLINTON,COUNTY,CROPS,YIELD,80,,00,ALL PRODUCTION PRACTICES,037
SOUTH CENTRAL,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,045,"MICHIGAN, SOUTH CENTRAL, EATON",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,96.4,,FIELD CROPS,EATON,COUNTY,CROPS,YIELD,80,,00,ALL PRODUCTION PRACTICES,045
SOUTH CENTRAL,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,059,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,97,,FIELD CROPS,HILLSDALE,COUNTY,CROPS,YIELD,80,,00,ALL PRODUCTION PRACTICES,059
SOUTH CENTRAL,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,065,"MICHIGAN, SOUTH CENTRAL, INGHAM",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,90.7,,FIELD CROPS,INGHAM,COUNTY,CROPS,YIELD,80,,00,ALL PRODUCTION PRACTICES,065
SOUTH CENTRAL,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,067,"MICHIGAN, SOUTH CENTRAL, IONIA",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,90.2,,FIELD CROPS,IONIA,COUNTY,CROPS,YIELD,80,,00,ALL PRODUCTION PRACTICES,067
SOUTH CENTRAL,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,075,"MICHIGAN, SOUTH CENTRAL, JACKSON",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,96.3,,FIELD CROPS,JACKSON,COUNTY,CROPS,YIELD,80,,00,ALL PRODUCTION PRACTICES,075
SOUTH CENTRAL,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,149,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,103,,FIELD CROPS,ST JOSEPH,COUNTY,CROPS,YIELD,80,,00,ALL PRODUCTION PRACTICES,149
SOUTH CENTRAL,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,155,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,96.3,,FIELD CROPS,SHIAWASSEE,COUNTY,CROPS,YIELD,80,,00,ALL PRODUCTION PRACTICES,155
SOUTHEAST,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,049,"MICHIGAN, SOUTHEAST, GENESEE",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,100,,FIELD CROPS,GENESEE,COUNTY,CROPS,YIELD,90,,00,ALL PRODUCTION PRACTICES,049
SOUTHEAST,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,087,"MICHIGAN, SOUTHEAST, LAPEER",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,97.5,,FIELD CROPS,LAPEER,COUNTY,CROPS,YIELD,90,,00,ALL PRODUCTION PRACTICES,087
SOUTHEAST,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,091,"MICHIGAN, SOUTHEAST, LENAWEE",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,103.9,,FIELD CROPS,LENAWEE,COUNTY,CROPS,YIELD,90,,00,ALL PRODUCTION PRACTICES,091
SOUTHEAST,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,093,"MICHIGAN, SOUTHEAST, LIVINGSTON",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,91,,FIELD CROPS,LIVINGSTON,COUNTY,CROPS,YIELD,90,,00,ALL PRODUCTION PRACTICES,093
SOUTHEAST,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,099,"MICHIGAN, SOUTHEAST, MACOMB",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,91.5,,FIELD CROPS,MACOMB,COUNTY,CROPS,YIELD,90,,00,ALL PRODUCTION PRACTICES,099
SOUTHEAST,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,115,"MICHIGAN, SOUTHEAST, MONROE",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,104,,FIELD CROPS,MONROE,COUNTY,CROPS,YIELD,90,,00,ALL PRODUCTION PRACTICES,115
SOUTHEAST,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,125,"MICHIGAN, SOUTHEAST, OAKLAND",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,83.3,,FIELD CROPS,OAKLAND,COUNTY,CROPS,YIELD,90,,00,ALL PRODUCTION PRACTICES,125
SOUTHEAST,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,147,"MICHIGAN, SOUTHEAST, ST CLAIR",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,95,,FIELD CROPS,ST CLAIR,COUNTY,CROPS,YIELD,90,,00,ALL PRODUCTION PRACTICES,147
SOUTHEAST,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,161,"MICHIGAN, SOUTHEAST, WASHTENAW",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,89.8,,FIELD CROPS,WASHTENAW,COUNTY,CROPS,YIELD,90,,00,ALL PRODUCTION PRACTICES,161
SOUTHEAST,,,NOT SPECIFIED,YEAR,BU / ACRE,26,MICHIGAN,TOTAL,163,"MICHIGAN, SOUTHEAST, WAYNE",,GRAIN,26,SURVEY,00,2012-01-01 00:00:00.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,,1981,CORN,UNITED STATES,ALL CLASSES,MI,9000,100,,FIELD CROPS,WAYNE,COUNTY,CROPS,YIELD,90,,00,ALL PRODUCTION PRACTICES,163
