class_desc,state_alpha,country_code,commodity_desc,country_name,short_desc,freq_desc,watershed_code,watershed_desc,year,load_time,begin_code,sector_desc,CV (%),statisticcat_desc,asd_code,end_code,county_ansi,prodn_practice_desc,group_desc,agg_level_desc,county_name,Value,week_ending,unit_desc,domaincat_desc,reference_period_desc,congr_district_code,region_desc,asd_desc,source_desc,util_practice_desc,zip_5,state_ansi,domain_desc,county_code,location_desc,state_fips_code,state_name
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,70,00,021,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,BERRIEN,35.4,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHWEST,SURVEY,GRAIN,,26,TOTAL,021,"MICHIGAN, SOUTHWEST, BERRIEN",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,70,00,027,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,CASS,42.5,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHWEST,SURVEY,GRAIN,,26,TOTAL,027,"MICHIGAN, SOUTHWEST, CASS",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,70,00,077,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,KALAMAZOO,37.5,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHWEST,SURVEY,GRAIN,,26,TOTAL,077,"MICHIGAN, SOUTHWEST, KALAMAZOO",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,70,00,081,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,KENT,37.5,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHWEST,SURVEY,GRAIN,,26,TOTAL,081,"MICHIGAN, SOUTHWEST, KENT",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,70,00,139,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,OTTAWA,36.4,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHWEST,SURVEY,GRAIN,,26,TOTAL,139,"MICHIGAN, SOUTHWEST, OTTAWA",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,70,00,159,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,VAN BUREN,37.5,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHWEST,SURVEY,GRAIN,,26,TOTAL,159,"MICHIGAN, SOUTHWEST, VAN BUREN",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,80,00,015,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,BARRY,38.5,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,015,"MICHIGAN, SOUTH CENTRAL, BARRY",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,80,00,023,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,BRANCH,43.5,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,023,"MICHIGAN, SOUTH CENTRAL, BRANCH",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,80,00,025,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,CALHOUN,42.5,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,025,"MICHIGAN, SOUTH CENTRAL, CALHOUN",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,80,00,037,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,CLINTON,36.4,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,037,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,80,00,045,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,EATON,41.5,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,045,"MICHIGAN, SOUTH CENTRAL, EATON",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,80,00,059,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,HILLSDALE,45.6,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,059,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,80,00,065,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,INGHAM,42.5,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,065,"MICHIGAN, SOUTH CENTRAL, INGHAM",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,80,00,067,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,IONIA,39.5,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,067,"MICHIGAN, SOUTH CENTRAL, IONIA",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,80,00,075,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,JACKSON,41.5,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,075,"MICHIGAN, SOUTH CENTRAL, JACKSON",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,80,00,149,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,ST JOSEPH,37.5,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,149,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,80,00,155,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,SHIAWASSEE,38.5,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,155,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,90,00,049,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,GENESEE,36.4,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,049,"MICHIGAN, SOUTHEAST, GENESEE",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,90,00,087,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,LAPEER,37.5,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,087,"MICHIGAN, SOUTHEAST, LAPEER",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,90,00,091,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,LENAWEE,47.6,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,091,"MICHIGAN, SOUTHEAST, LENAWEE",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,90,00,093,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,LIVINGSTON,35.4,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,093,"MICHIGAN, SOUTHEAST, LIVINGSTON",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,90,00,099,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,MACOMB,31.4,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,099,"MICHIGAN, SOUTHEAST, MACOMB",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,90,00,115,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,MONROE,43.5,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,115,"MICHIGAN, SOUTHEAST, MONROE",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,90,00,125,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,OAKLAND,34.4,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,125,"MICHIGAN, SOUTHEAST, OAKLAND",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,90,00,147,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,ST CLAIR,32.4,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,147,"MICHIGAN, SOUTHEAST, ST CLAIR",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,90,00,161,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,WASHTENAW,41.5,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,161,"MICHIGAN, SOUTHEAST, WASHTENAW",26,MICHIGAN
ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,00000000,,1950,2012-01-01 00:00:00.000,00,CROPS,,YIELD,90,00,163,ALL PRODUCTION PRACTICES,FIELD CROPS,COUNTY,WAYNE,39.5,,BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,163,"MICHIGAN, SOUTHEAST, WAYNE",26,MICHIGAN
