begin_code,util_practice_desc,asd_desc,sector_desc,asd_code,state_ansi,state_alpha,agg_level_desc,statisticcat_desc,reference_period_desc,country_name,county_name,county_code,prodn_practice_desc,zip_5,year,watershed_code,domain_desc,watershed_desc,week_ending,short_desc,region_desc,congr_district_code,source_desc,county_ansi,end_code,class_desc,CV (%),commodity_desc,country_code,state_fips_code,group_desc,Value,location_desc,state_name,unit_desc,domaincat_desc,load_time,freq_desc
00,GRAIN,SOUTH CENTRAL,CROPS,80,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,ST JOSEPH,149,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,149,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,155,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTH CENTRAL,CROPS,80,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,SHIAWASSEE,155,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,155,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,143,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTHEAST,CROPS,90,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,GENESEE,049,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,049,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,125,"MICHIGAN, SOUTHEAST, GENESEE",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTHEAST,CROPS,90,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,LAPEER,087,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,087,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,134,"MICHIGAN, SOUTHEAST, LAPEER",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTHEAST,CROPS,90,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,LENAWEE,091,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,091,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,154,"MICHIGAN, SOUTHEAST, LENAWEE",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTHEAST,CROPS,90,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,LIVINGSTON,093,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,093,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,139,"MICHIGAN, SOUTHEAST, LIVINGSTON",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTHEAST,CROPS,90,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,MACOMB,099,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,099,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,152,"MICHIGAN, SOUTHEAST, MACOMB",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTHEAST,CROPS,90,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,MONROE,115,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,115,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,164,"MICHIGAN, SOUTHEAST, MONROE",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTHEAST,CROPS,90,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,OAKLAND,125,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,125,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,119,"MICHIGAN, SOUTHEAST, OAKLAND",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTHEAST,CROPS,90,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,ST CLAIR,147,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,147,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,130,"MICHIGAN, SOUTHEAST, ST CLAIR",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTHEAST,CROPS,90,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,WASHTENAW,161,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,161,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,134,"MICHIGAN, SOUTHEAST, WASHTENAW",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTHEAST,CROPS,90,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,WAYNE,163,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,163,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,144,"MICHIGAN, SOUTHEAST, WAYNE",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
