location_desc,group_desc,prodn_practice_desc,end_code,county_name,source_desc,class_desc,reference_period_desc,domaincat_desc,state_fips_code,unit_desc,county_code,country_name,watershed_desc,watershed_code,commodity_desc,state_alpha,state_ansi,util_practice_desc,load_time,asd_code,Value,state_name,statisticcat_desc,county_ansi,agg_level_desc,week_ending,CV (%),country_code,short_desc,domain_desc,region_desc,sector_desc,year,asd_desc,congr_district_code,freq_desc,begin_code,zip_5
"MICHIGAN, SOUTH CENTRAL, CALHOUN",FIELD CROPS,ALL PRODUCTION PRACTICES,00,CALHOUN,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,025,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,80,97.6,MICHIGAN,YIELD,025,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTH CENTRAL,,ANNUAL,00,
"MICHIGAN, SOUTH CENTRAL, CLINTON",FIELD CROPS,ALL PRODUCTION PRACTICES,00,CLINTON,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,037,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,80,87.9,MICHIGAN,YIELD,037,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTH CENTRAL,,ANNUAL,00,
"MICHIGAN, SOUTH CENTRAL, EATON",FIELD CROPS,ALL PRODUCTION PRACTICES,00,EATON,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,045,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,80,93.7,MICHIGAN,YIELD,045,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTH CENTRAL,,ANNUAL,00,
"MICHIGAN, SOUTH CENTRAL, HILLSDALE",FIELD CROPS,ALL PRODUCTION PRACTICES,00,HILLSDALE,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,059,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,80,99.3,MICHIGAN,YIELD,059,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTH CENTRAL,,ANNUAL,00,
"MICHIGAN, SOUTH CENTRAL, INGHAM",FIELD CROPS,ALL PRODUCTION PRACTICES,00,INGHAM,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,065,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,80,95.8,MICHIGAN,YIELD,065,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTH CENTRAL,,ANNUAL,00,
"MICHIGAN, SOUTH CENTRAL, IONIA",FIELD CROPS,ALL PRODUCTION PRACTICES,00,IONIA,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,067,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,80,96.6,MICHIGAN,YIELD,067,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTH CENTRAL,,ANNUAL,00,
"MICHIGAN, SOUTH CENTRAL, JACKSON",FIELD CROPS,ALL PRODUCTION PRACTICES,00,JACKSON,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,075,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,80,86.2,MICHIGAN,YIELD,075,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTH CENTRAL,,ANNUAL,00,
"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",FIELD CROPS,ALL PRODUCTION PRACTICES,00,ST JOSEPH,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,149,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,80,99,MICHIGAN,YIELD,149,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTH CENTRAL,,ANNUAL,00,
"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",FIELD CROPS,ALL PRODUCTION PRACTICES,00,SHIAWASSEE,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,155,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,80,94.6,MICHIGAN,YIELD,155,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTH CENTRAL,,ANNUAL,00,
"MICHIGAN, SOUTHEAST, GENESEE",FIELD CROPS,ALL PRODUCTION PRACTICES,00,GENESEE,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,049,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,90,98.8,MICHIGAN,YIELD,049,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTHEAST,,ANNUAL,00,
"MICHIGAN, SOUTHEAST, LAPEER",FIELD CROPS,ALL PRODUCTION PRACTICES,00,LAPEER,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,087,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,90,101.2,MICHIGAN,YIELD,087,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTHEAST,,ANNUAL,00,
"MICHIGAN, SOUTHEAST, LENAWEE",FIELD CROPS,ALL PRODUCTION PRACTICES,00,LENAWEE,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,091,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,90,110.5,MICHIGAN,YIELD,091,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTHEAST,,ANNUAL,00,
"MICHIGAN, SOUTHEAST, LIVINGSTON",FIELD CROPS,ALL PRODUCTION PRACTICES,00,LIVINGSTON,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,093,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,90,96.8,MICHIGAN,YIELD,093,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTHEAST,,ANNUAL,00,
"MICHIGAN, SOUTHEAST, MACOMB",FIELD CROPS,ALL PRODUCTION PRACTICES,00,MACOMB,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,099,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,90,95.2,MICHIGAN,YIELD,099,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTHEAST,,ANNUAL,00,
"MICHIGAN, SOUTHEAST, MONROE",FIELD CROPS,ALL PRODUCTION PRACTICES,00,MONROE,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,115,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,90,104.9,MICHIGAN,YIELD,115,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTHEAST,,ANNUAL,00,
"MICHIGAN, SOUTHEAST, OAKLAND",FIELD CROPS,ALL PRODUCTION PRACTICES,00,OAKLAND,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,125,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,90,94.8,MICHIGAN,YIELD,125,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTHEAST,,ANNUAL,00,
"MICHIGAN, SOUTHEAST, ST CLAIR",FIELD CROPS,ALL PRODUCTION PRACTICES,00,ST CLAIR,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,147,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,90,95,MICHIGAN,YIELD,147,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTHEAST,,ANNUAL,00,
"MICHIGAN, SOUTHEAST, WASHTENAW",FIELD CROPS,ALL PRODUCTION PRACTICES,00,WASHTENAW,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,161,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,90,95.4,MICHIGAN,YIELD,161,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTHEAST,,ANNUAL,00,
"MICHIGAN, SOUTHEAST, WAYNE",FIELD CROPS,ALL PRODUCTION PRACTICES,00,WAYNE,SURVEY,ALL CLASSES,YEAR,NOT SPECIFIED,26,BU / ACRE,163,UNITED STATES,,00000000,CORN,MI,26,GRAIN,2012-01-01 00:00:00.000,90,93.8,MICHIGAN,YIELD,163,COUNTY,,,9000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,CROPS,1979,SOUTHEAST,,ANNUAL,00,
