prodn_practice_desc,end_code,group_desc,location_desc,unit_desc,state_fips_code,domaincat_desc,reference_period_desc,county_name,source_desc,class_desc,watershed_code,watershed_desc,country_name,county_code,state_ansi,state_alpha,commodity_desc,Value,asd_code,load_time,util_practice_desc,country_code,CV (%),week_ending,agg_level_desc,statisticcat_desc,state_name,county_ansi,asd_desc,year,sector_desc,region_desc,short_desc,domain_desc,zip_5,begin_code,freq_desc,congr_district_code
ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, EATON",BU / ACRE,26,NOT SPECIFIED,YEAR,EATON,SURVEY,ALL CLASSES,00000000,,UNITED STATES,045,26,MI,CORN,116.7,80,2012-01-01 00:00:00.000,GRAIN,9000,,,COUNTY,YIELD,MICHIGAN,045,SOUTH CENTRAL,1993,CROPS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,00,ANNUAL,
ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",BU / ACRE,26,NOT SPECIFIED,YEAR,HILLSDALE,SURVEY,ALL CLASSES,00000000,,UNITED STATES,059,26,MI,CORN,111.3,80,2012-01-01 00:00:00.000,GRAIN,9000,,,COUNTY,YIELD,MICHIGAN,059,SOUTH CENTRAL,1993,CROPS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,00,ANNUAL,
ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, INGHAM",BU / ACRE,26,NOT SPECIFIED,YEAR,INGHAM,SURVEY,ALL CLASSES,00000000,,UNITED STATES,065,26,MI,CORN,109.8,80,2012-01-01 00:00:00.000,GRAIN,9000,,,COUNTY,YIELD,MICHIGAN,065,SOUTH CENTRAL,1993,CROPS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,00,ANNUAL,
ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, IONIA",BU / ACRE,26,NOT SPECIFIED,YEAR,IONIA,SURVEY,ALL CLASSES,00000000,,UNITED STATES,067,26,MI,CORN,120.3,80,2012-01-01 00:00:00.000,GRAIN,9000,,,COUNTY,YIELD,MICHIGAN,067,SOUTH CENTRAL,1993,CROPS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,00,ANNUAL,
ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, JACKSON",BU / ACRE,26,NOT SPECIFIED,YEAR,JACKSON,SURVEY,ALL CLASSES,00000000,,UNITED STATES,075,26,MI,CORN,107,80,2012-01-01 00:00:00.000,GRAIN,9000,,,COUNTY,YIELD,MICHIGAN,075,SOUTH CENTRAL,1993,CROPS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,00,ANNUAL,
ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",BU / ACRE,26,NOT SPECIFIED,YEAR,ST JOSEPH,SURVEY,ALL CLASSES,00000000,,UNITED STATES,149,26,MI,CORN,109.4,80,2012-01-01 00:00:00.000,GRAIN,9000,,,COUNTY,YIELD,MICHIGAN,149,SOUTH CENTRAL,1993,CROPS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,00,ANNUAL,
ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",BU / ACRE,26,NOT SPECIFIED,YEAR,SHIAWASSEE,SURVEY,ALL CLASSES,00000000,,UNITED STATES,155,26,MI,CORN,108.9,80,2012-01-01 00:00:00.000,GRAIN,9000,,,COUNTY,YIELD,MICHIGAN,155,SOUTH CENTRAL,1993,CROPS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,00,ANNUAL,
ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHEAST, GENESEE",BU / ACRE,26,NOT SPECIFIED,YEAR,GENESEE,SURVEY,ALL CLASSES,00000000,,UNITED STATES,049,26,MI,CORN,102.9,90,2012-01-01 00:00:00.000,GRAIN,9000,,,COUNTY,YIELD,MICHIGAN,049,SOUTHEAST,1993,CROPS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,00,ANNUAL,
ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHEAST, LAPEER",BU / ACRE,26,NOT SPECIFIED,YEAR,LAPEER,SURVEY,ALL CLASSES,00000000,,UNITED STATES,087,26,MI,CORN,94,90,2012-01-01 00:00:00.000,GRAIN,9000,,,COUNTY,YIELD,MICHIGAN,087,SOUTHEAST,1993,CROPS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,00,ANNUAL,
ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHEAST, LENAWEE",BU / ACRE,26,NOT SPECIFIED,YEAR,LENAWEE,SURVEY,ALL CLASSES,00000000,,UNITED STATES,091,26,MI,CORN,115.7,90,2012-01-01 00:00:00.000,GRAIN,9000,,,COUNTY,YIELD,MICHIGAN,091,SOUTHEAST,1993,CROPS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,00,ANNUAL,
ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHEAST, LIVINGSTON",BU / ACRE,26,NOT SPECIFIED,YEAR,LIVINGSTON,SURVEY,ALL CLASSES,00000000,,UNITED STATES,093,26,MI,CORN,89.2,90,2012-01-01 00:00:00.000,GRAIN,9000,,,COUNTY,YIELD,MICHIGAN,093,SOUTHEAST,1993,CROPS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,00,ANNUAL,
ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHEAST, MACOMB",BU / ACRE,26,NOT SPECIFIED,YEAR,MACOMB,SURVEY,ALL CLASSES,00000000,,UNITED STATES,099,26,MI,CORN,100,90,2012-01-01 00:00:00.000,GRAIN,9000,,,COUNTY,YIELD,MICHIGAN,099,SOUTHEAST,1993,CROPS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,00,ANNUAL,
ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHEAST, MONROE",BU / ACRE,26,NOT SPECIFIED,YEAR,MONROE,SURVEY,ALL CLASSES,00000000,,UNITED STATES,115,26,MI,CORN,117.9,90,2012-01-01 00:00:00.000,GRAIN,9000,,,COUNTY,YIELD,MICHIGAN,115,SOUTHEAST,1993,CROPS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,00,ANNUAL,
ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHEAST, OAKLAND",BU / ACRE,26,NOT SPECIFIED,YEAR,OAKLAND,SURVEY,ALL CLASSES,00000000,,UNITED STATES,125,26,MI,CORN,92.8,90,2012-01-01 00:00:00.000,GRAIN,9000,,,COUNTY,YIELD,MICHIGAN,125,SOUTHEAST,1993,CROPS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,00,ANNUAL,
ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHEAST, ST CLAIR",BU / ACRE,26,NOT SPECIFIED,YEAR,ST CLAIR,SURVEY,ALL CLASSES,00000000,,UNITED STATES,147,26,MI,CORN,107.7,90,2012-01-01 00:00:00.000,GRAIN,9000,,,COUNTY,YIELD,MICHIGAN,147,SOUTHEAST,1993,CROPS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,00,ANNUAL,
ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHEAST, WASHTENAW",BU / ACRE,26,NOT SPECIFIED,YEAR,WASHTENAW,SURVEY,ALL CLASSES,00000000,,UNITED STATES,161,26,MI,CORN,102,90,2012-01-01 00:00:00.000,GRAIN,9000,,,COUNTY,YIELD,MICHIGAN,161,SOUTHEAST,1993,CROPS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,00,ANNUAL,
ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHEAST, WAYNE",BU / ACRE,26,NOT SPECIFIED,YEAR,WAYNE,SURVEY,ALL CLASSES,00000000,,UNITED STATES,163,26,MI,CORN,114.3,90,2012-01-01 00:00:00.000,GRAIN,9000,,,COUNTY,YIELD,MICHIGAN,163,SOUTHEAST,1993,CROPS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,,00,ANNUAL,
