CV (%),unit_desc,source_desc,state_alpha,state_ansi,prodn_practice_desc,end_code,load_time,state_fips_code,reference_period_desc,watershed_code,state_name,asd_code,short_desc,asd_desc,commodity_desc,begin_code,sector_desc,county_name,location_desc,statisticcat_desc,zip_5,country_code,county_code,group_desc,freq_desc,domain_desc,class_desc,region_desc,Value,congr_district_code,year,util_practice_desc,county_ansi,week_ending,agg_level_desc,country_name,domaincat_desc,watershed_desc
,BU / ACRE,SURVEY,MI,26,ALL PRODUCTION PRACTICES,00,2012-01-01 00:00:00.000,26,YEAR,00000000,MICHIGAN,80,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SOUTH CENTRAL,CORN,00,CROPS,HILLSDALE,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",YIELD,,9000,059,FIELD CROPS,ANNUAL,TOTAL,ALL CLASSES,,104,,1995,GRAIN,059,,COUNTY,UNITED STATES,NOT SPECIFIED,
,BU / ACRE,SURVEY,MI,26,ALL PRODUCTION PRACTICES,00,2012-01-01 00:00:00.000,26,YEAR,00000000,MICHIGAN,80,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SOUTH CENTRAL,CORN,00,CROPS,INGHAM,"MICHIGAN, SOUTH CENTRAL, INGHAM",YIELD,,9000,065,FIELD CROPS,ANNUAL,TOTAL,ALL CLASSES,,108,,1995,GRAIN,065,,COUNTY,UNITED STATES,NOT SPECIFIED,
,BU / ACRE,SURVEY,MI,26,ALL PRODUCTION PRACTICES,00,2012-01-01 00:00:00.000,26,YEAR,00000000,MICHIGAN,80,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SOUTH CENTRAL,CORN,00,CROPS,IONIA,"MICHIGAN, SOUTH CENTRAL, IONIA",YIELD,,9000,067,FIELD CROPS,ANNUAL,TOTAL,ALL CLASSES,,115,,1995,GRAIN,067,,COUNTY,UNITED STATES,NOT SPECIFIED,
,BU / ACRE,SURVEY,MI,26,ALL PRODUCTION PRACTICES,00,2012-01-01 00:00:00.000,26,YEAR,00000000,MICHIGAN,80,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SOUTH CENTRAL,CORN,00,CROPS,JACKSON,"MICHIGAN, SOUTH CENTRAL, JACKSON",YIELD,,9000,075,FIELD CROPS,ANNUAL,TOTAL,ALL CLASSES,,101,,1995,GRAIN,075,,COUNTY,UNITED STATES,NOT SPECIFIED,
,BU / ACRE,SURVEY,MI,26,ALL PRODUCTION PRACTICES,00,2012-01-01 00:00:00.000,26,YEAR,00000000,MICHIGAN,80,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SOUTH CENTRAL,CORN,00,CROPS,ST JOSEPH,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",YIELD,,9000,149,FIELD CROPS,ANNUAL,TOTAL,ALL CLASSES,,124,,1995,GRAIN,149,,COUNTY,UNITED STATES,NOT SPECIFIED,
,BU / ACRE,SURVEY,MI,26,ALL PRODUCTION PRACTICES,00,2012-01-01 00:00:00.000,26,YEAR,00000000,MICHIGAN,80,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SOUTH CENTRAL,CORN,00,CROPS,SHIAWASSEE,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",YIELD,,9000,155,FIELD CROPS,ANNUAL,TOTAL,ALL CLASSES,,111,,1995,GRAIN,155,,COUNTY,UNITED STATES,NOT SPECIFIED,
,BU / ACRE,SURVEY,MI,26,ALL PRODUCTION PRACTICES,00,2012-01-01 00:00:00.000,26,YEAR,00000000,MICHIGAN,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SOUTHEAST,CORN,00,CROPS,GENESEE,"MICHIGAN, SOUTHEAST, GENESEE",YIELD,,9000,049,FIELD CROPS,ANNUAL,TOTAL,ALL CLASSES,,106,,1995,GRAIN,049,,COUNTY,UNITED STATES,NOT SPECIFIED,
,BU / ACRE,SURVEY,MI,26,ALL PRODUCTION PRACTICES,00,2012-01-01 00:00:00.000,26,YEAR,00000000,MICHIGAN,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SOUTHEAST,CORN,00,CROPS,LAPEER,"MICHIGAN, SOUTHEAST, LAPEER",YIELD,,9000,087,FIELD CROPS,ANNUAL,TOTAL,ALL CLASSES,,116,,1995,GRAIN,087,,COUNTY,UNITED STATES,NOT SPECIFIED,
,BU / ACRE,SURVEY,MI,26,ALL PRODUCTION PRACTICES,00,2012-01-01 00:00:00.000,26,YEAR,00000000,MICHIGAN,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SOUTHEAST,CORN,00,CROPS,LENAWEE,"MICHIGAN, SOUTHEAST, LENAWEE",YIELD,,9000,091,FIELD CROPS,ANNUAL,TOTAL,ALL CLASSES,,127,,1995,GRAIN,091,,COUNTY,UNITED STATES,NOT SPECIFIED,
,BU / ACRE,SURVEY,MI,26,ALL PRODUCTION PRACTICES,00,2012-01-01 00:00:00.000,26,YEAR,00000000,MICHIGAN,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SOUTHEAST,CORN,00,CROPS,LIVINGSTON,"MICHIGAN, SOUTHEAST, LIVINGSTON",YIELD,,9000,093,FIELD CROPS,ANNUAL,TOTAL,ALL CLASSES,,96,,1995,GRAIN,093,,COUNTY,UNITED STATES,NOT SPECIFIED,
,BU / ACRE,SURVEY,MI,26,ALL PRODUCTION PRACTICES,00,2012-01-01 00:00:00.000,26,YEAR,00000000,MICHIGAN,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SOUTHEAST,CORN,00,CROPS,MACOMB,"MICHIGAN, SOUTHEAST, MACOMB",YIELD,,9000,099,FIELD CROPS,ANNUAL,TOTAL,ALL CLASSES,,115,,1995,GRAIN,099,,COUNTY,UNITED STATES,NOT SPECIFIED,
,BU / ACRE,SURVEY,MI,26,ALL PRODUCTION PRACTICES,00,2012-01-01 00:00:00.000,26,YEAR,00000000,MICHIGAN,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SOUTHEAST,CORN,00,CROPS,MONROE,"MICHIGAN, SOUTHEAST, MONROE",YIELD,,9000,115,FIELD CROPS,ANNUAL,TOTAL,ALL CLASSES,,124,,1995,GRAIN,115,,COUNTY,UNITED STATES,NOT SPECIFIED,
,BU / ACRE,SURVEY,MI,26,ALL PRODUCTION PRACTICES,00,2012-01-01 00:00:00.000,26,YEAR,00000000,MICHIGAN,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SOUTHEAST,CORN,00,CROPS,OAKLAND,"MICHIGAN, SOUTHEAST, OAKLAND",YIELD,,9000,125,FIELD CROPS,ANNUAL,TOTAL,ALL CLASSES,,104,,1995,GRAIN,125,,COUNTY,UNITED STATES,NOT SPECIFIED,
,BU / ACRE,SURVEY,MI,26,ALL PRODUCTION PRACTICES,00,2012-01-01 00:00:00.000,26,YEAR,00000000,MICHIGAN,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SOUTHEAST,CORN,00,CROPS,ST CLAIR,"MICHIGAN, SOUTHEAST, ST CLAIR",YIELD,,9000,147,FIELD CROPS,ANNUAL,TOTAL,ALL CLASSES,,119,,1995,GRAIN,147,,COUNTY,UNITED STATES,NOT SPECIFIED,
,BU / ACRE,SURVEY,MI,26,ALL PRODUCTION PRACTICES,00,2012-01-01 00:00:00.000,26,YEAR,00000000,MICHIGAN,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SOUTHEAST,CORN,00,CROPS,WASHTENAW,"MICHIGAN, SOUTHEAST, WASHTENAW",YIELD,,9000,161,FIELD CROPS,ANNUAL,TOTAL,ALL CLASSES,,109,,1995,GRAIN,161,,COUNTY,UNITED STATES,NOT SPECIFIED,
,BU / ACRE,SURVEY,MI,26,ALL PRODUCTION PRACTICES,00,2012-01-01 00:00:00.000,26,YEAR,00000000,MICHIGAN,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SOUTHEAST,CORN,00,CROPS,WAYNE,"MICHIGAN, SOUTHEAST, WAYNE",YIELD,,9000,163,FIELD CROPS,ANNUAL,TOTAL,ALL CLASSES,,103,,1995,GRAIN,163,,COUNTY,UNITED STATES,NOT SPECIFIED,
