county_code,country_code,zip_5,statisticcat_desc,location_desc,county_name,sector_desc,watershed_desc,domaincat_desc,country_name,year,county_ansi,util_practice_desc,week_ending,agg_level_desc,region_desc,congr_district_code,Value,domain_desc,freq_desc,class_desc,group_desc,load_time,state_ansi,end_code,prodn_practice_desc,state_alpha,source_desc,unit_desc,CV (%),begin_code,asd_desc,commodity_desc,short_desc,asd_code,state_name,state_fips_code,reference_period_desc,watershed_code
059,9000,,YIELD,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",HILLSDALE,CROPS,,NOT SPECIFIED,UNITED STATES,1994,059,GRAIN,,COUNTY,,,109,TOTAL,ANNUAL,ALL CLASSES,FIELD CROPS,2012-01-01 00:00:00.000,26,00,ALL PRODUCTION PRACTICES,MI,SURVEY,BU / ACRE,,00,SOUTH CENTRAL,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",80,MICHIGAN,26,YEAR,00000000
065,9000,,YIELD,"MICHIGAN, SOUTH CENTRAL, INGHAM",INGHAM,CROPS,,NOT SPECIFIED,UNITED STATES,1994,065,GRAIN,,COUNTY,,,107,TOTAL,ANNUAL,ALL CLASSES,FIELD CROPS,2012-01-01 00:00:00.000,26,00,ALL PRODUCTION PRACTICES,MI,SURVEY,BU / ACRE,,00,SOUTH CENTRAL,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",80,MICHIGAN,26,YEAR,00000000
067,9000,,YIELD,"MICHIGAN, SOUTH CENTRAL, IONIA",IONIA,CROPS,,NOT SPECIFIED,UNITED STATES,1994,067,GRAIN,,COUNTY,,,123,TOTAL,ANNUAL,ALL CLASSES,FIELD CROPS,2012-01-01 00:00:00.000,26,00,ALL PRODUCTION PRACTICES,MI,SURVEY,BU / ACRE,,00,SOUTH CENTRAL,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",80,MICHIGAN,26,YEAR,00000000
075,9000,,YIELD,"MICHIGAN, SOUTH CENTRAL, JACKSON",JACKSON,CROPS,,NOT SPECIFIED,UNITED STATES,1994,075,GRAIN,,COUNTY,,,112,TOTAL,ANNUAL,ALL CLASSES,FIELD CROPS,2012-01-01 00:00:00.000,26,00,ALL PRODUCTION PRACTICES,MI,SURVEY,BU / ACRE,,00,SOUTH CENTRAL,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",80,MICHIGAN,26,YEAR,00000000
149,9000,,YIELD,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",ST JOSEPH,CROPS,,NOT SPECIFIED,UNITED STATES,1994,149,GRAIN,,COUNTY,,,121,TOTAL,ANNUAL,ALL CLASSES,FIELD CROPS,2012-01-01 00:00:00.000,26,00,ALL PRODUCTION PRACTICES,MI,SURVEY,BU / ACRE,,00,SOUTH CENTRAL,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",80,MICHIGAN,26,YEAR,00000000
155,9000,,YIELD,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",SHIAWASSEE,CROPS,,NOT SPECIFIED,UNITED STATES,1994,155,GRAIN,,COUNTY,,,111,TOTAL,ANNUAL,ALL CLASSES,FIELD CROPS,2012-01-01 00:00:00.000,26,00,ALL PRODUCTION PRACTICES,MI,SURVEY,BU / ACRE,,00,SOUTH CENTRAL,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",80,MICHIGAN,26,YEAR,00000000
049,9000,,YIELD,"MICHIGAN, SOUTHEAST, GENESEE",GENESEE,CROPS,,NOT SPECIFIED,UNITED STATES,1994,049,GRAIN,,COUNTY,,,97,TOTAL,ANNUAL,ALL CLASSES,FIELD CROPS,2012-01-01 00:00:00.000,26,00,ALL PRODUCTION PRACTICES,MI,SURVEY,BU / ACRE,,00,SOUTHEAST,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90,MICHIGAN,26,YEAR,00000000
087,9000,,YIELD,"MICHIGAN, SOUTHEAST, LAPEER",LAPEER,CROPS,,NOT SPECIFIED,UNITED STATES,1994,087,GRAIN,,COUNTY,,,113,TOTAL,ANNUAL,ALL CLASSES,FIELD CROPS,2012-01-01 00:00:00.000,26,00,ALL PRODUCTION PRACTICES,MI,SURVEY,BU / ACRE,,00,SOUTHEAST,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90,MICHIGAN,26,YEAR,00000000
091,9000,,YIELD,"MICHIGAN, SOUTHEAST, LENAWEE",LENAWEE,CROPS,,NOT SPECIFIED,UNITED STATES,1994,091,GRAIN,,COUNTY,,,125,TOTAL,ANNUAL,ALL CLASSES,FIELD CROPS,2012-01-01 00:00:00.000,26,00,ALL PRODUCTION PRACTICES,MI,SURVEY,BU / ACRE,,00,SOUTHEAST,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90,MICHIGAN,26,YEAR,00000000
093,9000,,YIELD,"MICHIGAN, SOUTHEAST, LIVINGSTON",LIVINGSTON,CROPS,,NOT SPECIFIED,UNITED STATES,1994,093,GRAIN,,COUNTY,,,102,TOTAL,ANNUAL,ALL CLASSES,FIELD CROPS,2012-01-01 00:00:00.000,26,00,ALL PRODUCTION PRACTICES,MI,SURVEY,BU / ACRE,,00,SOUTHEAST,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90,MICHIGAN,26,YEAR,00000000
099,9000,,YIELD,"MICHIGAN, SOUTHEAST, MACOMB",MACOMB,CROPS,,NOT SPECIFIED,UNITED STATES,1994,099,GRAIN,,COUNTY,,,116,TOTAL,ANNUAL,ALL CLASSES,FIELD CROPS,2012-01-01 00:00:00.000,26,00,ALL PRODUCTION PRACTICES,MI,SURVEY,BU / ACRE,,00,SOUTHEAST,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90,MICHIGAN,26,YEAR,00000000
115,9000,,YIELD,"MICHIGAN, SOUTHEAST, MONROE",MONROE,CROPS,,NOT SPECIFIED,UNITED STATES,1994,115,GRAIN,,COUNTY,,,123,TOTAL,ANNUAL,ALL CLASSES,FIELD CROPS,2012-01-01 00:00:00.000,26,00,ALL PRODUCTION PRACTICES,MI,SURVEY,BU / ACRE,,00,SOUTHEAST,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90,MICHIGAN,26,YEAR,00000000
125,9000,,YIELD,"MICHIGAN, SOUTHEAST, OAKLAND",OAKLAND,CROPS,,NOT SPECIFIED,UNITED STATES,1994,125,GRAIN,,COUNTY,,,113,TOTAL,ANNUAL,ALL CLASSES,FIELD CROPS,2012-01-01 00:00:00.000,26,00,ALL PRODUCTION PRACTICES,MI,SURVEY,BU / ACRE,,00,SOUTHEAST,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90,MICHIGAN,26,YEAR,00000000
147,9000,,YIELD,"MICHIGAN, SOUTHEAST, ST CLAIR",ST CLAIR,CROPS,,NOT SPECIFIED,UNITED STATES,1994,147,GRAIN,,COUNTY,,,112,TOTAL,ANNUAL,ALL CLASSES,FIELD CROPS,2012-01-01 00:00:00.000,26,00,ALL PRODUCTION PRACTICES,MI,SURVEY,BU / ACRE,,00,SOUTHEAST,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90,MICHIGAN,26,YEAR,00000000
161,9000,,YIELD,"MICHIGAN, SOUTHEAST, WASHTENAW",WASHTENAW,CROPS,,NOT SPECIFIED,UNITED STATES,1994,161,GRAIN,,COUNTY,,,116,TOTAL,ANNUAL,ALL CLASSES,FIELD CROPS,2012-01-01 00:00:00.000,26,00,ALL PRODUCTION PRACTICES,MI,SURVEY,BU / ACRE,,00,SOUTHEAST,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90,MICHIGAN,26,YEAR,00000000
163,9000,,YIELD,"MICHIGAN, SOUTHEAST, WAYNE",WAYNE,CROPS,,NOT SPECIFIED,UNITED STATES,1994,163,GRAIN,,COUNTY,,,106,TOTAL,ANNUAL,ALL CLASSES,FIELD CROPS,2012-01-01 00:00:00.000,26,00,ALL PRODUCTION PRACTICES,MI,SURVEY,BU / ACRE,,00,SOUTHEAST,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90,MICHIGAN,26,YEAR,00000000
