reference_period_desc,domaincat_desc,unit_desc,asd_desc,region_desc,congr_district_code,state_ansi,util_practice_desc,zip_5,source_desc,state_name,state_fips_code,location_desc,domain_desc,county_code,commodity_desc,country_name,country_code,class_desc,state_alpha,load_time,begin_code,freq_desc,short_desc,watershed_desc,year,watershed_code,agg_level_desc,county_name,group_desc,end_code,prodn_practice_desc,county_ansi,sector_desc,CV (%),statisticcat_desc,asd_code,week_ending,Value
YEAR,NOT SPECIFIED,BU / ACRE,SOUTHWEST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHWEST, BERRIEN",TOTAL,021,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,BERRIEN,FIELD CROPS,00,ALL PRODUCTION PRACTICES,021,CROPS,,YIELD,70,,36.4
YEAR,NOT SPECIFIED,BU / ACRE,SOUTHWEST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHWEST, CASS",TOTAL,027,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,CASS,FIELD CROPS,00,ALL PRODUCTION PRACTICES,027,CROPS,,YIELD,70,,39.2
YEAR,NOT SPECIFIED,BU / ACRE,SOUTHWEST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHWEST, KALAMAZOO",TOTAL,077,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,KALAMAZOO,FIELD CROPS,00,ALL PRODUCTION PRACTICES,077,CROPS,,YIELD,70,,39.2
YEAR,NOT SPECIFIED,BU / ACRE,SOUTHWEST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHWEST, KENT",TOTAL,081,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,KENT,FIELD CROPS,00,ALL PRODUCTION PRACTICES,081,CROPS,,YIELD,70,,37.4
YEAR,NOT SPECIFIED,BU / ACRE,SOUTHWEST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHWEST, OTTAWA",TOTAL,139,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,OTTAWA,FIELD CROPS,00,ALL PRODUCTION PRACTICES,139,CROPS,,YIELD,70,,39.2
YEAR,NOT SPECIFIED,BU / ACRE,SOUTHWEST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHWEST, VAN BUREN",TOTAL,159,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,VAN BUREN,FIELD CROPS,00,ALL PRODUCTION PRACTICES,159,CROPS,,YIELD,70,,35.5
YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, BARRY",TOTAL,015,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,BARRY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,015,CROPS,,YIELD,80,,41.1
YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, BRANCH",TOTAL,023,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,BRANCH,FIELD CROPS,00,ALL PRODUCTION PRACTICES,023,CROPS,,YIELD,80,,42
YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, CALHOUN",TOTAL,025,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,CALHOUN,FIELD CROPS,00,ALL PRODUCTION PRACTICES,025,CROPS,,YIELD,80,,42
YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, CLINTON",TOTAL,037,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,CLINTON,FIELD CROPS,00,ALL PRODUCTION PRACTICES,037,CROPS,,YIELD,80,,45.8
YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, EATON",TOTAL,045,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,EATON,FIELD CROPS,00,ALL PRODUCTION PRACTICES,045,CROPS,,YIELD,80,,41.1
YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",TOTAL,059,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,HILLSDALE,FIELD CROPS,00,ALL PRODUCTION PRACTICES,059,CROPS,,YIELD,80,,41.1
YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, INGHAM",TOTAL,065,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,INGHAM,FIELD CROPS,00,ALL PRODUCTION PRACTICES,065,CROPS,,YIELD,80,,43
YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, IONIA",TOTAL,067,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,IONIA,FIELD CROPS,00,ALL PRODUCTION PRACTICES,067,CROPS,,YIELD,80,,43.9
YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, JACKSON",TOTAL,075,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,JACKSON,FIELD CROPS,00,ALL PRODUCTION PRACTICES,075,CROPS,,YIELD,80,,47.6
YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",TOTAL,149,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,ST JOSEPH,FIELD CROPS,00,ALL PRODUCTION PRACTICES,149,CROPS,,YIELD,80,,35.5
YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",TOTAL,155,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,SHIAWASSEE,FIELD CROPS,00,ALL PRODUCTION PRACTICES,155,CROPS,,YIELD,80,,45.7
YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, GENESEE",TOTAL,049,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,GENESEE,FIELD CROPS,00,ALL PRODUCTION PRACTICES,049,CROPS,,YIELD,90,,42.9
YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, LAPEER",TOTAL,087,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,LAPEER,FIELD CROPS,00,ALL PRODUCTION PRACTICES,087,CROPS,,YIELD,90,,44.8
YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, LENAWEE",TOTAL,091,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,LENAWEE,FIELD CROPS,00,ALL PRODUCTION PRACTICES,091,CROPS,,YIELD,90,,42.9
YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, LIVINGSTON",TOTAL,093,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,LIVINGSTON,FIELD CROPS,00,ALL PRODUCTION PRACTICES,093,CROPS,,YIELD,90,,39.2
YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, MACOMB",TOTAL,099,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,MACOMB,FIELD CROPS,00,ALL PRODUCTION PRACTICES,099,CROPS,,YIELD,90,,44.8
YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, MONROE",TOTAL,115,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,MONROE,FIELD CROPS,00,ALL PRODUCTION PRACTICES,115,CROPS,,YIELD,90,,50.4
YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, OAKLAND",TOTAL,125,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,OAKLAND,FIELD CROPS,00,ALL PRODUCTION PRACTICES,125,CROPS,,YIELD,90,,43.9
YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, ST CLAIR",TOTAL,147,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,ST CLAIR,FIELD CROPS,00,ALL PRODUCTION PRACTICES,147,CROPS,,YIELD,90,,41.1
YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, WASHTENAW",TOTAL,161,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,WASHTENAW,FIELD CROPS,00,ALL PRODUCTION PRACTICES,161,CROPS,,YIELD,90,,49.5
YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, WAYNE",TOTAL,163,CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,1951,00000000,COUNTY,WAYNE,FIELD CROPS,00,ALL PRODUCTION PRACTICES,163,CROPS,,YIELD,90,,46.7
