asd_desc,asd_code,sector_desc,util_practice_desc,begin_code,agg_level_desc,country_name,statisticcat_desc,reference_period_desc,state_ansi,state_alpha,prodn_practice_desc,county_code,county_name,domain_desc,watershed_code,year,zip_5,watershed_desc,short_desc,week_ending,source_desc,county_ansi,region_desc,congr_district_code,country_code,class_desc,end_code,commodity_desc,CV (%),domaincat_desc,freq_desc,load_time,Value,location_desc,state_fips_code,group_desc,unit_desc,state_name
SOUTHEAST,90,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,049,GENESEE,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,049,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,134.5,"MICHIGAN, SOUTHEAST, GENESEE",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTHEAST,90,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,087,LAPEER,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,087,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,150.3,"MICHIGAN, SOUTHEAST, LAPEER",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTHEAST,90,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,091,LENAWEE,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,091,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,100.3,"MICHIGAN, SOUTHEAST, LENAWEE",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTHEAST,90,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,093,LIVINGSTON,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,093,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,126.3,"MICHIGAN, SOUTHEAST, LIVINGSTON",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTHEAST,90,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,099,MACOMB,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,099,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,166.5,"MICHIGAN, SOUTHEAST, MACOMB",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTHEAST,90,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,115,MONROE,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,115,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,101.6,"MICHIGAN, SOUTHEAST, MONROE",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTHEAST,90,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,125,OAKLAND,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,125,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,120.6,"MICHIGAN, SOUTHEAST, OAKLAND",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTHEAST,90,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,147,ST CLAIR,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,147,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,154.8,"MICHIGAN, SOUTHEAST, ST CLAIR",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTHEAST,90,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,161,WASHTENAW,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,161,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,73.3,"MICHIGAN, SOUTHEAST, WASHTENAW",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTHEAST,90,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,163,WAYNE,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,163,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,83.5,"MICHIGAN, SOUTHEAST, WAYNE",26,FIELD CROPS,BU / ACRE,MICHIGAN
