util_practice_desc,location_desc,state_ansi,region_desc,group_desc,zip_5,asd_desc,week_ending,agg_level_desc,county_code,year,state_fips_code,sector_desc,country_code,asd_code,commodity_desc,domain_desc,watershed_code,state_alpha,state_name,reference_period_desc,short_desc,load_time,class_desc,county_ansi,prodn_practice_desc,county_name,watershed_desc,country_name,begin_code,end_code,domaincat_desc,CV (%),source_desc,Value,statisticcat_desc,unit_desc,congr_district_code,freq_desc
GRAIN,"MICHIGAN, SOUTH CENTRAL, EATON",26,,FIELD CROPS,,SOUTH CENTRAL,,COUNTY,045,1964,26,CROPS,9000,80,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,045,ALL PRODUCTION PRACTICES,EATON,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,63.3,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",26,,FIELD CROPS,,SOUTH CENTRAL,,COUNTY,059,1964,26,CROPS,9000,80,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,059,ALL PRODUCTION PRACTICES,HILLSDALE,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,62.9,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTH CENTRAL, INGHAM",26,,FIELD CROPS,,SOUTH CENTRAL,,COUNTY,065,1964,26,CROPS,9000,80,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,065,ALL PRODUCTION PRACTICES,INGHAM,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,62.2,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTH CENTRAL, IONIA",26,,FIELD CROPS,,SOUTH CENTRAL,,COUNTY,067,1964,26,CROPS,9000,80,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,067,ALL PRODUCTION PRACTICES,IONIA,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,67.6,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTH CENTRAL, JACKSON",26,,FIELD CROPS,,SOUTH CENTRAL,,COUNTY,075,1964,26,CROPS,9000,80,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,075,ALL PRODUCTION PRACTICES,JACKSON,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,54.3,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",26,,FIELD CROPS,,SOUTH CENTRAL,,COUNTY,149,1964,26,CROPS,9000,80,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,149,ALL PRODUCTION PRACTICES,ST JOSEPH,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,30,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,,FIELD CROPS,,SOUTH CENTRAL,,COUNTY,155,1964,26,CROPS,9000,80,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,155,ALL PRODUCTION PRACTICES,SHIAWASSEE,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,58.1,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTHEAST, GENESEE",26,,FIELD CROPS,,SOUTHEAST,,COUNTY,049,1964,26,CROPS,9000,90,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,049,ALL PRODUCTION PRACTICES,GENESEE,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,60.4,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTHEAST, LAPEER",26,,FIELD CROPS,,SOUTHEAST,,COUNTY,087,1964,26,CROPS,9000,90,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,087,ALL PRODUCTION PRACTICES,LAPEER,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,57.9,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTHEAST, LENAWEE",26,,FIELD CROPS,,SOUTHEAST,,COUNTY,091,1964,26,CROPS,9000,90,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,091,ALL PRODUCTION PRACTICES,LENAWEE,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,70,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTHEAST, LIVINGSTON",26,,FIELD CROPS,,SOUTHEAST,,COUNTY,093,1964,26,CROPS,9000,90,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,093,ALL PRODUCTION PRACTICES,LIVINGSTON,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,53.3,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTHEAST, MACOMB",26,,FIELD CROPS,,SOUTHEAST,,COUNTY,099,1964,26,CROPS,9000,90,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,099,ALL PRODUCTION PRACTICES,MACOMB,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,69.4,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTHEAST, MONROE",26,,FIELD CROPS,,SOUTHEAST,,COUNTY,115,1964,26,CROPS,9000,90,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,115,ALL PRODUCTION PRACTICES,MONROE,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,71.6,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTHEAST, OAKLAND",26,,FIELD CROPS,,SOUTHEAST,,COUNTY,125,1964,26,CROPS,9000,90,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,125,ALL PRODUCTION PRACTICES,OAKLAND,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,50.2,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTHEAST, ST CLAIR",26,,FIELD CROPS,,SOUTHEAST,,COUNTY,147,1964,26,CROPS,9000,90,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,147,ALL PRODUCTION PRACTICES,ST CLAIR,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,65.3,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTHEAST, WASHTENAW",26,,FIELD CROPS,,SOUTHEAST,,COUNTY,161,1964,26,CROPS,9000,90,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,161,ALL PRODUCTION PRACTICES,WASHTENAW,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,64.6,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTHEAST, WAYNE",26,,FIELD CROPS,,SOUTHEAST,,COUNTY,163,1964,26,CROPS,9000,90,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,163,ALL PRODUCTION PRACTICES,WAYNE,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,57.1,YIELD,BU / ACRE,,ANNUAL
