domaincat_desc,unit_desc,state_fips_code,reference_period_desc,county_name,class_desc,source_desc,group_desc,end_code,prodn_practice_desc,location_desc,state_alpha,commodity_desc,state_ansi,watershed_desc,watershed_code,county_code,country_name,CV (%),week_ending,agg_level_desc,country_code,state_name,county_ansi,statisticcat_desc,asd_code,Value,util_practice_desc,load_time,freq_desc,zip_5,begin_code,congr_district_code,asd_desc,year,sector_desc,domain_desc,short_desc,region_desc
NOT SPECIFIED,BU / ACRE,26,YEAR,JACKSON,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTH CENTRAL, JACKSON",MI,CORN,26,,00000000,075,UNITED STATES,,,COUNTY,9000,MICHIGAN,075,YIELD,80,85,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTH CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,ST JOSEPH,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",MI,CORN,26,,00000000,149,UNITED STATES,,,COUNTY,9000,MICHIGAN,149,YIELD,80,110,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTH CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,SHIAWASSEE,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",MI,CORN,26,,00000000,155,UNITED STATES,,,COUNTY,9000,MICHIGAN,155,YIELD,80,90,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTH CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,GENESEE,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTHEAST, GENESEE",MI,CORN,26,,00000000,049,UNITED STATES,,,COUNTY,9000,MICHIGAN,049,YIELD,90,81,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTHEAST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,LAPEER,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTHEAST, LAPEER",MI,CORN,26,,00000000,087,UNITED STATES,,,COUNTY,9000,MICHIGAN,087,YIELD,90,95,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTHEAST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,LENAWEE,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTHEAST, LENAWEE",MI,CORN,26,,00000000,091,UNITED STATES,,,COUNTY,9000,MICHIGAN,091,YIELD,90,106,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTHEAST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,LIVINGSTON,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTHEAST, LIVINGSTON",MI,CORN,26,,00000000,093,UNITED STATES,,,COUNTY,9000,MICHIGAN,093,YIELD,90,83,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTHEAST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,MACOMB,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTHEAST, MACOMB",MI,CORN,26,,00000000,099,UNITED STATES,,,COUNTY,9000,MICHIGAN,099,YIELD,90,92,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTHEAST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,MONROE,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTHEAST, MONROE",MI,CORN,26,,00000000,115,UNITED STATES,,,COUNTY,9000,MICHIGAN,115,YIELD,90,99,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTHEAST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,OAKLAND,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTHEAST, OAKLAND",MI,CORN,26,,00000000,125,UNITED STATES,,,COUNTY,9000,MICHIGAN,125,YIELD,90,90,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTHEAST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,ST CLAIR,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTHEAST, ST CLAIR",MI,CORN,26,,00000000,147,UNITED STATES,,,COUNTY,9000,MICHIGAN,147,YIELD,90,95,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTHEAST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,WASHTENAW,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTHEAST, WASHTENAW",MI,CORN,26,,00000000,161,UNITED STATES,,,COUNTY,9000,MICHIGAN,161,YIELD,90,80,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTHEAST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,WAYNE,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTHEAST, WAYNE",MI,CORN,26,,00000000,163,UNITED STATES,,,COUNTY,9000,MICHIGAN,163,YIELD,90,96,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTHEAST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
