commodity_desc,country_name,country_code,class_desc,state_alpha,load_time,begin_code,freq_desc,short_desc,watershed_code,year,watershed_desc,agg_level_desc,county_name,group_desc,end_code,prodn_practice_desc,county_ansi,sector_desc,asd_code,CV (%),statisticcat_desc,week_ending,Value,reference_period_desc,domaincat_desc,unit_desc,asd_desc,region_desc,congr_district_code,state_ansi,zip_5,util_practice_desc,source_desc,state_name,state_fips_code,location_desc,domain_desc,county_code
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,BERRIEN,FIELD CROPS,00,ALL PRODUCTION PRACTICES,021,CROPS,70,,YIELD,,30.2,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHWEST,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHWEST, BERRIEN",TOTAL,021
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,CASS,FIELD CROPS,00,ALL PRODUCTION PRACTICES,027,CROPS,70,,YIELD,,30.2,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHWEST,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHWEST, CASS",TOTAL,027
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,KALAMAZOO,FIELD CROPS,00,ALL PRODUCTION PRACTICES,077,CROPS,70,,YIELD,,29.2,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHWEST,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHWEST, KALAMAZOO",TOTAL,077
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,KENT,FIELD CROPS,00,ALL PRODUCTION PRACTICES,081,CROPS,70,,YIELD,,44.7,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHWEST,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHWEST, KENT",TOTAL,081
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,OTTAWA,FIELD CROPS,00,ALL PRODUCTION PRACTICES,139,CROPS,70,,YIELD,,45.7,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHWEST,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHWEST, OTTAWA",TOTAL,139
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,VAN BUREN,FIELD CROPS,00,ALL PRODUCTION PRACTICES,159,CROPS,70,,YIELD,,29.2,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHWEST,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHWEST, VAN BUREN",TOTAL,159
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,BARRY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,015,CROPS,80,,YIELD,,40.8,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, BARRY",TOTAL,015
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,BRANCH,FIELD CROPS,00,ALL PRODUCTION PRACTICES,023,CROPS,80,,YIELD,,44.7,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, BRANCH",TOTAL,023
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,CALHOUN,FIELD CROPS,00,ALL PRODUCTION PRACTICES,025,CROPS,80,,YIELD,,38.9,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, CALHOUN",TOTAL,025
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,CLINTON,FIELD CROPS,00,ALL PRODUCTION PRACTICES,037,CROPS,80,,YIELD,,47.7,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, CLINTON",TOTAL,037
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,EATON,FIELD CROPS,00,ALL PRODUCTION PRACTICES,045,CROPS,80,,YIELD,,47.7,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, EATON",TOTAL,045
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,HILLSDALE,FIELD CROPS,00,ALL PRODUCTION PRACTICES,059,CROPS,80,,YIELD,,47.7,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",TOTAL,059
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,INGHAM,FIELD CROPS,00,ALL PRODUCTION PRACTICES,065,CROPS,80,,YIELD,,49.6,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, INGHAM",TOTAL,065
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,IONIA,FIELD CROPS,00,ALL PRODUCTION PRACTICES,067,CROPS,80,,YIELD,,46.7,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, IONIA",TOTAL,067
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,JACKSON,FIELD CROPS,00,ALL PRODUCTION PRACTICES,075,CROPS,80,,YIELD,,46.7,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, JACKSON",TOTAL,075
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,ST JOSEPH,FIELD CROPS,00,ALL PRODUCTION PRACTICES,149,CROPS,80,,YIELD,,28.2,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",TOTAL,149
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,SHIAWASSEE,FIELD CROPS,00,ALL PRODUCTION PRACTICES,155,CROPS,80,,YIELD,,50.6,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",TOTAL,155
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,GENESEE,FIELD CROPS,00,ALL PRODUCTION PRACTICES,049,CROPS,90,,YIELD,,52.5,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, GENESEE",TOTAL,049
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,LAPEER,FIELD CROPS,00,ALL PRODUCTION PRACTICES,087,CROPS,90,,YIELD,,50.6,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, LAPEER",TOTAL,087
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,LENAWEE,FIELD CROPS,00,ALL PRODUCTION PRACTICES,091,CROPS,90,,YIELD,,57.4,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, LENAWEE",TOTAL,091
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,LIVINGSTON,FIELD CROPS,00,ALL PRODUCTION PRACTICES,093,CROPS,90,,YIELD,,46.7,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, LIVINGSTON",TOTAL,093
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,MACOMB,FIELD CROPS,00,ALL PRODUCTION PRACTICES,099,CROPS,90,,YIELD,,46.7,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, MACOMB",TOTAL,099
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,MONROE,FIELD CROPS,00,ALL PRODUCTION PRACTICES,115,CROPS,90,,YIELD,,58.4,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, MONROE",TOTAL,115
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,OAKLAND,FIELD CROPS,00,ALL PRODUCTION PRACTICES,125,CROPS,90,,YIELD,,44.8,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, OAKLAND",TOTAL,125
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,ST CLAIR,FIELD CROPS,00,ALL PRODUCTION PRACTICES,147,CROPS,90,,YIELD,,47.7,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, ST CLAIR",TOTAL,147
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,WASHTENAW,FIELD CROPS,00,ALL PRODUCTION PRACTICES,161,CROPS,90,,YIELD,,48.6,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, WASHTENAW",TOTAL,161
CORN,UNITED STATES,9000,ALL CLASSES,MI,2012-01-01 00:00:00.000,00,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,1953,,COUNTY,WAYNE,FIELD CROPS,00,ALL PRODUCTION PRACTICES,163,CROPS,90,,YIELD,,47.7,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,,GRAIN,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, WAYNE",TOTAL,163
