unit_desc,domaincat_desc,reference_period_desc,congr_district_code,region_desc,asd_desc,source_desc,util_practice_desc,zip_5,state_ansi,domain_desc,county_code,location_desc,state_fips_code,state_name,class_desc,state_alpha,country_code,commodity_desc,country_name,short_desc,freq_desc,watershed_desc,watershed_code,year,begin_code,load_time,sector_desc,asd_code,CV (%),statisticcat_desc,end_code,county_ansi,prodn_practice_desc,group_desc,county_name,agg_level_desc,Value,week_ending
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHWEST,SURVEY,GRAIN,,26,TOTAL,021,"MICHIGAN, SOUTHWEST, BERRIEN",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,70,,YIELD,00,021,ALL PRODUCTION PRACTICES,FIELD CROPS,BERRIEN,COUNTY,45,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHWEST,SURVEY,GRAIN,,26,TOTAL,027,"MICHIGAN, SOUTHWEST, CASS",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,70,,YIELD,00,027,ALL PRODUCTION PRACTICES,FIELD CROPS,CASS,COUNTY,60.8,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHWEST,SURVEY,GRAIN,,26,TOTAL,077,"MICHIGAN, SOUTHWEST, KALAMAZOO",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,70,,YIELD,00,077,ALL PRODUCTION PRACTICES,FIELD CROPS,KALAMAZOO,COUNTY,52.7,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHWEST,SURVEY,GRAIN,,26,TOTAL,081,"MICHIGAN, SOUTHWEST, KENT",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,70,,YIELD,00,081,ALL PRODUCTION PRACTICES,FIELD CROPS,KENT,COUNTY,48.7,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHWEST,SURVEY,GRAIN,,26,TOTAL,139,"MICHIGAN, SOUTHWEST, OTTAWA",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,70,,YIELD,00,139,ALL PRODUCTION PRACTICES,FIELD CROPS,OTTAWA,COUNTY,54.2,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHWEST,SURVEY,GRAIN,,26,TOTAL,159,"MICHIGAN, SOUTHWEST, VAN BUREN",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,70,,YIELD,00,159,ALL PRODUCTION PRACTICES,FIELD CROPS,VAN BUREN,COUNTY,44.7,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,015,"MICHIGAN, SOUTH CENTRAL, BARRY",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,80,,YIELD,00,015,ALL PRODUCTION PRACTICES,FIELD CROPS,BARRY,COUNTY,51.8,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,023,"MICHIGAN, SOUTH CENTRAL, BRANCH",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,80,,YIELD,00,023,ALL PRODUCTION PRACTICES,FIELD CROPS,BRANCH,COUNTY,59.6,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,025,"MICHIGAN, SOUTH CENTRAL, CALHOUN",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,80,,YIELD,00,025,ALL PRODUCTION PRACTICES,FIELD CROPS,CALHOUN,COUNTY,59.5,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,037,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,80,,YIELD,00,037,ALL PRODUCTION PRACTICES,FIELD CROPS,CLINTON,COUNTY,52.4,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,045,"MICHIGAN, SOUTH CENTRAL, EATON",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,80,,YIELD,00,045,ALL PRODUCTION PRACTICES,FIELD CROPS,EATON,COUNTY,53.8,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,059,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,80,,YIELD,00,059,ALL PRODUCTION PRACTICES,FIELD CROPS,HILLSDALE,COUNTY,54.1,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,065,"MICHIGAN, SOUTH CENTRAL, INGHAM",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,80,,YIELD,00,065,ALL PRODUCTION PRACTICES,FIELD CROPS,INGHAM,COUNTY,55.7,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,067,"MICHIGAN, SOUTH CENTRAL, IONIA",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,80,,YIELD,00,067,ALL PRODUCTION PRACTICES,FIELD CROPS,IONIA,COUNTY,54.3,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,075,"MICHIGAN, SOUTH CENTRAL, JACKSON",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,80,,YIELD,00,075,ALL PRODUCTION PRACTICES,FIELD CROPS,JACKSON,COUNTY,58.8,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,149,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,80,,YIELD,00,149,ALL PRODUCTION PRACTICES,FIELD CROPS,ST JOSEPH,COUNTY,56,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTH CENTRAL,SURVEY,GRAIN,,26,TOTAL,155,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,80,,YIELD,00,155,ALL PRODUCTION PRACTICES,FIELD CROPS,SHIAWASSEE,COUNTY,49.5,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,049,"MICHIGAN, SOUTHEAST, GENESEE",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,90,,YIELD,00,049,ALL PRODUCTION PRACTICES,FIELD CROPS,GENESEE,COUNTY,48.3,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,087,"MICHIGAN, SOUTHEAST, LAPEER",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,90,,YIELD,00,087,ALL PRODUCTION PRACTICES,FIELD CROPS,LAPEER,COUNTY,49.7,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,091,"MICHIGAN, SOUTHEAST, LENAWEE",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,90,,YIELD,00,091,ALL PRODUCTION PRACTICES,FIELD CROPS,LENAWEE,COUNTY,61.1,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,093,"MICHIGAN, SOUTHEAST, LIVINGSTON",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,90,,YIELD,00,093,ALL PRODUCTION PRACTICES,FIELD CROPS,LIVINGSTON,COUNTY,44.3,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,099,"MICHIGAN, SOUTHEAST, MACOMB",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,90,,YIELD,00,099,ALL PRODUCTION PRACTICES,FIELD CROPS,MACOMB,COUNTY,40.5,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,115,"MICHIGAN, SOUTHEAST, MONROE",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,90,,YIELD,00,115,ALL PRODUCTION PRACTICES,FIELD CROPS,MONROE,COUNTY,64.6,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,125,"MICHIGAN, SOUTHEAST, OAKLAND",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,90,,YIELD,00,125,ALL PRODUCTION PRACTICES,FIELD CROPS,OAKLAND,COUNTY,47.1,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,147,"MICHIGAN, SOUTHEAST, ST CLAIR",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,90,,YIELD,00,147,ALL PRODUCTION PRACTICES,FIELD CROPS,ST CLAIR,COUNTY,37.6,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,161,"MICHIGAN, SOUTHEAST, WASHTENAW",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,90,,YIELD,00,161,ALL PRODUCTION PRACTICES,FIELD CROPS,WASHTENAW,COUNTY,61,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHEAST,SURVEY,GRAIN,,26,TOTAL,163,"MICHIGAN, SOUTHEAST, WAYNE",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,90,,YIELD,00,163,ALL PRODUCTION PRACTICES,FIELD CROPS,WAYNE,COUNTY,60.8,
