util_practice_desc,location_desc,region_desc,zip_5,group_desc,state_ansi,country_code,asd_desc,state_fips_code,sector_desc,year,agg_level_desc,county_code,week_ending,asd_code,short_desc,reference_period_desc,state_name,class_desc,load_time,commodity_desc,domain_desc,state_alpha,watershed_code,county_name,prodn_practice_desc,country_name,watershed_desc,county_ansi,domaincat_desc,end_code,CV (%),begin_code,unit_desc,congr_district_code,freq_desc,Value,source_desc,statisticcat_desc
GRAIN,"MICHIGAN, SOUTHWEST, BERRIEN",,,FIELD CROPS,26,9000,SOUTHWEST,26,CROPS,1957,COUNTY,021,,70,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BERRIEN,ALL PRODUCTION PRACTICES,UNITED STATES,,021,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,52.5,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTHWEST, CASS",,,FIELD CROPS,26,9000,SOUTHWEST,26,CROPS,1957,COUNTY,027,,70,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,CASS,ALL PRODUCTION PRACTICES,UNITED STATES,,027,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,50.4,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTHWEST, KALAMAZOO",,,FIELD CROPS,26,9000,SOUTHWEST,26,CROPS,1957,COUNTY,077,,70,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,KALAMAZOO,ALL PRODUCTION PRACTICES,UNITED STATES,,077,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,50.7,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTHWEST, KENT",,,FIELD CROPS,26,9000,SOUTHWEST,26,CROPS,1957,COUNTY,081,,70,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,KENT,ALL PRODUCTION PRACTICES,UNITED STATES,,081,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,40.3,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTHWEST, OTTAWA",,,FIELD CROPS,26,9000,SOUTHWEST,26,CROPS,1957,COUNTY,139,,70,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,OTTAWA,ALL PRODUCTION PRACTICES,UNITED STATES,,139,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,49,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTHWEST, VAN BUREN",,,FIELD CROPS,26,9000,SOUTHWEST,26,CROPS,1957,COUNTY,159,,70,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,VAN BUREN,ALL PRODUCTION PRACTICES,UNITED STATES,,159,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,39.9,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTH CENTRAL, BARRY",,,FIELD CROPS,26,9000,SOUTH CENTRAL,26,CROPS,1957,COUNTY,015,,80,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BARRY,ALL PRODUCTION PRACTICES,UNITED STATES,,015,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,45.2,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTH CENTRAL, BRANCH",,,FIELD CROPS,26,9000,SOUTH CENTRAL,26,CROPS,1957,COUNTY,023,,80,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BRANCH,ALL PRODUCTION PRACTICES,UNITED STATES,,023,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,56.5,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTH CENTRAL, CALHOUN",,,FIELD CROPS,26,9000,SOUTH CENTRAL,26,CROPS,1957,COUNTY,025,,80,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,CALHOUN,ALL PRODUCTION PRACTICES,UNITED STATES,,025,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,56.6,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTH CENTRAL, CLINTON",,,FIELD CROPS,26,9000,SOUTH CENTRAL,26,CROPS,1957,COUNTY,037,,80,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,CLINTON,ALL PRODUCTION PRACTICES,UNITED STATES,,037,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,40.9,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTH CENTRAL, EATON",,,FIELD CROPS,26,9000,SOUTH CENTRAL,26,CROPS,1957,COUNTY,045,,80,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,EATON,ALL PRODUCTION PRACTICES,UNITED STATES,,045,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,50.7,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",,,FIELD CROPS,26,9000,SOUTH CENTRAL,26,CROPS,1957,COUNTY,059,,80,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,HILLSDALE,ALL PRODUCTION PRACTICES,UNITED STATES,,059,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,59.5,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTH CENTRAL, INGHAM",,,FIELD CROPS,26,9000,SOUTH CENTRAL,26,CROPS,1957,COUNTY,065,,80,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,INGHAM,ALL PRODUCTION PRACTICES,UNITED STATES,,065,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,55.7,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTH CENTRAL, IONIA",,,FIELD CROPS,26,9000,SOUTH CENTRAL,26,CROPS,1957,COUNTY,067,,80,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,IONIA,ALL PRODUCTION PRACTICES,UNITED STATES,,067,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,50.8,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTH CENTRAL, JACKSON",,,FIELD CROPS,26,9000,SOUTH CENTRAL,26,CROPS,1957,COUNTY,075,,80,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,JACKSON,ALL PRODUCTION PRACTICES,UNITED STATES,,075,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,60,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",,,FIELD CROPS,26,9000,SOUTH CENTRAL,26,CROPS,1957,COUNTY,149,,80,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,ST JOSEPH,ALL PRODUCTION PRACTICES,UNITED STATES,,149,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,50.6,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",,,FIELD CROPS,26,9000,SOUTH CENTRAL,26,CROPS,1957,COUNTY,155,,80,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,SHIAWASSEE,ALL PRODUCTION PRACTICES,UNITED STATES,,155,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,41.5,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTHEAST, GENESEE",,,FIELD CROPS,26,9000,SOUTHEAST,26,CROPS,1957,COUNTY,049,,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,GENESEE,ALL PRODUCTION PRACTICES,UNITED STATES,,049,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,41.4,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTHEAST, LAPEER",,,FIELD CROPS,26,9000,SOUTHEAST,26,CROPS,1957,COUNTY,087,,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,LAPEER,ALL PRODUCTION PRACTICES,UNITED STATES,,087,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,44.7,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTHEAST, LENAWEE",,,FIELD CROPS,26,9000,SOUTHEAST,26,CROPS,1957,COUNTY,091,,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,LENAWEE,ALL PRODUCTION PRACTICES,UNITED STATES,,091,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,70.3,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTHEAST, LIVINGSTON",,,FIELD CROPS,26,9000,SOUTHEAST,26,CROPS,1957,COUNTY,093,,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,LIVINGSTON,ALL PRODUCTION PRACTICES,UNITED STATES,,093,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,42.4,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTHEAST, MACOMB",,,FIELD CROPS,26,9000,SOUTHEAST,26,CROPS,1957,COUNTY,099,,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,MACOMB,ALL PRODUCTION PRACTICES,UNITED STATES,,099,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,43.6,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTHEAST, MONROE",,,FIELD CROPS,26,9000,SOUTHEAST,26,CROPS,1957,COUNTY,115,,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,MONROE,ALL PRODUCTION PRACTICES,UNITED STATES,,115,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,67.8,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTHEAST, OAKLAND",,,FIELD CROPS,26,9000,SOUTHEAST,26,CROPS,1957,COUNTY,125,,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,OAKLAND,ALL PRODUCTION PRACTICES,UNITED STATES,,125,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,46.2,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTHEAST, ST CLAIR",,,FIELD CROPS,26,9000,SOUTHEAST,26,CROPS,1957,COUNTY,147,,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,ST CLAIR,ALL PRODUCTION PRACTICES,UNITED STATES,,147,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,43.3,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTHEAST, WASHTENAW",,,FIELD CROPS,26,9000,SOUTHEAST,26,CROPS,1957,COUNTY,161,,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,WASHTENAW,ALL PRODUCTION PRACTICES,UNITED STATES,,161,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,63.5,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTHEAST, WAYNE",,,FIELD CROPS,26,9000,SOUTHEAST,26,CROPS,1957,COUNTY,163,,90,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,WAYNE,ALL PRODUCTION PRACTICES,UNITED STATES,,163,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,61,SURVEY,YIELD
