domaincat_desc,freq_desc,commodity_desc,congr_district_code,region_desc,location_desc,reference_period_desc,week_ending,unit_desc,agg_level_desc,watershed_code,sector_desc,asd_code,Value,group_desc,util_practice_desc,state_ansi,prodn_practice_desc,zip_5,short_desc,begin_code,source_desc,county_ansi,asd_desc,state_name,state_alpha,county_code,state_fips_code,statisticcat_desc,county_name,CV (%),year,country_code,load_time,domain_desc,end_code,class_desc,watershed_desc,country_name
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHWEST, BERRIEN",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,70,39.3,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,021,SOUTHWEST,MICHIGAN,MI,021,26,YIELD,BERRIEN,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHWEST, CASS",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,70,47.1,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,027,SOUTHWEST,MICHIGAN,MI,027,26,YIELD,CASS,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHWEST, KALAMAZOO",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,70,37.3,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,077,SOUTHWEST,MICHIGAN,MI,077,26,YIELD,KALAMAZOO,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHWEST, KENT",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,70,31.4,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,081,SOUTHWEST,MICHIGAN,MI,081,26,YIELD,KENT,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHWEST, OTTAWA",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,70,35.3,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,139,SOUTHWEST,MICHIGAN,MI,139,26,YIELD,OTTAWA,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHWEST, VAN BUREN",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,70,34.3,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,159,SOUTHWEST,MICHIGAN,MI,159,26,YIELD,VAN BUREN,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, BARRY",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,40.2,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,015,SOUTH CENTRAL,MICHIGAN,MI,015,26,YIELD,BARRY,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, BRANCH",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,59.9,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,023,SOUTH CENTRAL,MICHIGAN,MI,023,26,YIELD,BRANCH,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, CALHOUN",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,50.1,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,025,SOUTH CENTRAL,MICHIGAN,MI,025,26,YIELD,CALHOUN,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, CLINTON",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,48.1,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,037,SOUTH CENTRAL,MICHIGAN,MI,037,26,YIELD,CLINTON,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, EATON",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,55.9,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,045,SOUTH CENTRAL,MICHIGAN,MI,045,26,YIELD,EATON,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,57.9,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,059,SOUTH CENTRAL,MICHIGAN,MI,059,26,YIELD,HILLSDALE,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, INGHAM",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,56,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,065,SOUTH CENTRAL,MICHIGAN,MI,065,26,YIELD,INGHAM,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, IONIA",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,39.3,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,067,SOUTH CENTRAL,MICHIGAN,MI,067,26,YIELD,IONIA,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, JACKSON",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,55.9,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,075,SOUTH CENTRAL,MICHIGAN,MI,075,26,YIELD,JACKSON,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,45.2,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,149,SOUTH CENTRAL,MICHIGAN,MI,149,26,YIELD,ST JOSEPH,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,50.1,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,155,SOUTH CENTRAL,MICHIGAN,MI,155,26,YIELD,SHIAWASSEE,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, GENESEE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,45.2,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,049,SOUTHEAST,MICHIGAN,MI,049,26,YIELD,GENESEE,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, LAPEER",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,41.2,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,087,SOUTHEAST,MICHIGAN,MI,087,26,YIELD,LAPEER,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, LENAWEE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,62.8,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,091,SOUTHEAST,MICHIGAN,MI,091,26,YIELD,LENAWEE,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, LIVINGSTON",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,45.2,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,093,SOUTHEAST,MICHIGAN,MI,093,26,YIELD,LIVINGSTON,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, MACOMB",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,43.2,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,099,SOUTHEAST,MICHIGAN,MI,099,26,YIELD,MACOMB,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, MONROE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,67.7,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,115,SOUTHEAST,MICHIGAN,MI,115,26,YIELD,MONROE,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, OAKLAND",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,46.1,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,125,SOUTHEAST,MICHIGAN,MI,125,26,YIELD,OAKLAND,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, ST CLAIR",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,41.2,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,147,SOUTHEAST,MICHIGAN,MI,147,26,YIELD,ST CLAIR,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, WASHTENAW",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,59.9,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,161,SOUTHEAST,MICHIGAN,MI,161,26,YIELD,WASHTENAW,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, WAYNE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,55,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,SURVEY,163,SOUTHEAST,MICHIGAN,MI,163,26,YIELD,WAYNE,,1955,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES
