begin_code,end_code,domaincat_desc,CV (%),source_desc,Value,statisticcat_desc,unit_desc,freq_desc,congr_district_code,domain_desc,commodity_desc,state_alpha,watershed_code,short_desc,state_name,reference_period_desc,class_desc,load_time,county_ansi,county_name,prodn_practice_desc,country_name,watershed_desc,asd_desc,sector_desc,state_fips_code,year,agg_level_desc,county_code,week_ending,country_code,asd_code,location_desc,util_practice_desc,state_ansi,region_desc,zip_5,group_desc
00,00,NOT SPECIFIED,,SURVEY,41.9,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,021,BERRIEN,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTHWEST,CROPS,26,1952,COUNTY,021,,9000,70,"MICHIGAN, SOUTHWEST, BERRIEN",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,45.8,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,027,CASS,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTHWEST,CROPS,26,1952,COUNTY,027,,9000,70,"MICHIGAN, SOUTHWEST, CASS",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,42.9,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,077,KALAMAZOO,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTHWEST,CROPS,26,1952,COUNTY,077,,9000,70,"MICHIGAN, SOUTHWEST, KALAMAZOO",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,52.6,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,081,KENT,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTHWEST,CROPS,26,1952,COUNTY,081,,9000,70,"MICHIGAN, SOUTHWEST, KENT",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,53.6,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,139,OTTAWA,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTHWEST,CROPS,26,1952,COUNTY,139,,9000,70,"MICHIGAN, SOUTHWEST, OTTAWA",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,39.9,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,159,VAN BUREN,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTHWEST,CROPS,26,1952,COUNTY,159,,9000,70,"MICHIGAN, SOUTHWEST, VAN BUREN",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,50.6,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,015,BARRY,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTH CENTRAL,CROPS,26,1952,COUNTY,015,,9000,80,"MICHIGAN, SOUTH CENTRAL, BARRY",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,49.7,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,023,BRANCH,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTH CENTRAL,CROPS,26,1952,COUNTY,023,,9000,80,"MICHIGAN, SOUTH CENTRAL, BRANCH",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,48.7,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,025,CALHOUN,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTH CENTRAL,CROPS,26,1952,COUNTY,025,,9000,80,"MICHIGAN, SOUTH CENTRAL, CALHOUN",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,57.5,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,037,CLINTON,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTH CENTRAL,CROPS,26,1952,COUNTY,037,,9000,80,"MICHIGAN, SOUTH CENTRAL, CLINTON",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,52.6,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,045,EATON,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTH CENTRAL,CROPS,26,1952,COUNTY,045,,9000,80,"MICHIGAN, SOUTH CENTRAL, EATON",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,52.6,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,059,HILLSDALE,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTH CENTRAL,CROPS,26,1952,COUNTY,059,,9000,80,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,57.5,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,065,INGHAM,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTH CENTRAL,CROPS,26,1952,COUNTY,065,,9000,80,"MICHIGAN, SOUTH CENTRAL, INGHAM",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,56.5,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,067,IONIA,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTH CENTRAL,CROPS,26,1952,COUNTY,067,,9000,80,"MICHIGAN, SOUTH CENTRAL, IONIA",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,51.6,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,075,JACKSON,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTH CENTRAL,CROPS,26,1952,COUNTY,075,,9000,80,"MICHIGAN, SOUTH CENTRAL, JACKSON",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,42.9,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,149,ST JOSEPH,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTH CENTRAL,CROPS,26,1952,COUNTY,149,,9000,80,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,57.5,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,155,SHIAWASSEE,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTH CENTRAL,CROPS,26,1952,COUNTY,155,,9000,80,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,52.6,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,049,GENESEE,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTHEAST,CROPS,26,1952,COUNTY,049,,9000,90,"MICHIGAN, SOUTHEAST, GENESEE",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,52.6,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,087,LAPEER,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTHEAST,CROPS,26,1952,COUNTY,087,,9000,90,"MICHIGAN, SOUTHEAST, LAPEER",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,51.6,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,091,LENAWEE,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTHEAST,CROPS,26,1952,COUNTY,091,,9000,90,"MICHIGAN, SOUTHEAST, LENAWEE",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,46.8,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,093,LIVINGSTON,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTHEAST,CROPS,26,1952,COUNTY,093,,9000,90,"MICHIGAN, SOUTHEAST, LIVINGSTON",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,50.7,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,099,MACOMB,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTHEAST,CROPS,26,1952,COUNTY,099,,9000,90,"MICHIGAN, SOUTHEAST, MACOMB",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,49.7,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,115,MONROE,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTHEAST,CROPS,26,1952,COUNTY,115,,9000,90,"MICHIGAN, SOUTHEAST, MONROE",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,46.7,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,125,OAKLAND,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTHEAST,CROPS,26,1952,COUNTY,125,,9000,90,"MICHIGAN, SOUTHEAST, OAKLAND",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,51.6,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,147,ST CLAIR,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTHEAST,CROPS,26,1952,COUNTY,147,,9000,90,"MICHIGAN, SOUTHEAST, ST CLAIR",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,48.7,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,161,WASHTENAW,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTHEAST,CROPS,26,1952,COUNTY,161,,9000,90,"MICHIGAN, SOUTHEAST, WASHTENAW",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,48.7,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,163,WAYNE,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTHEAST,CROPS,26,1952,COUNTY,163,,9000,90,"MICHIGAN, SOUTHEAST, WAYNE",GRAIN,26,,,FIELD CROPS
