begin_code,CV (%),end_code,domaincat_desc,statisticcat_desc,source_desc,Value,freq_desc,congr_district_code,unit_desc,state_alpha,watershed_code,domain_desc,commodity_desc,class_desc,load_time,short_desc,state_name,reference_period_desc,county_ansi,country_name,watershed_desc,county_name,prodn_practice_desc,sector_desc,state_fips_code,year,agg_level_desc,county_code,week_ending,asd_desc,country_code,asd_code,location_desc,util_practice_desc,state_ansi,zip_5,group_desc,region_desc
00,,00,NOT SPECIFIED,YIELD,SURVEY,57.5,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,081,UNITED STATES,,KENT,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,081,,SOUTHWEST,9000,70,"MICHIGAN, SOUTHWEST, KENT",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,52.5,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,139,UNITED STATES,,OTTAWA,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,139,,SOUTHWEST,9000,70,"MICHIGAN, SOUTHWEST, OTTAWA",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,49.2,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,159,UNITED STATES,,VAN BUREN,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,159,,SOUTHWEST,9000,70,"MICHIGAN, SOUTHWEST, VAN BUREN",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,57.2,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,015,UNITED STATES,,BARRY,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,015,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, BARRY",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,53.9,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,023,UNITED STATES,,BRANCH,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,023,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, BRANCH",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,52.3,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,025,UNITED STATES,,CALHOUN,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,025,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, CALHOUN",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,69.8,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,037,UNITED STATES,,CLINTON,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,037,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, CLINTON",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,56.5,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,045,UNITED STATES,,EATON,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,045,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, EATON",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,53.1,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,059,UNITED STATES,,HILLSDALE,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,059,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,55.6,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,065,UNITED STATES,,INGHAM,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,065,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, INGHAM",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,65,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,067,UNITED STATES,,IONIA,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,067,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, IONIA",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,48.1,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,075,UNITED STATES,,JACKSON,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,075,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, JACKSON",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,52.8,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,149,UNITED STATES,,ST JOSEPH,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,149,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,62,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,155,UNITED STATES,,SHIAWASSEE,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,155,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,57.9,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,049,UNITED STATES,,GENESEE,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,049,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, GENESEE",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,60.2,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,087,UNITED STATES,,LAPEER,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,087,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, LAPEER",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,63.5,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,091,UNITED STATES,,LENAWEE,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,091,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, LENAWEE",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,53.8,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,093,UNITED STATES,,LIVINGSTON,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,093,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, LIVINGSTON",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,56.5,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,099,UNITED STATES,,MACOMB,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,099,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, MACOMB",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,64.7,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,115,UNITED STATES,,MONROE,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,115,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, MONROE",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,45.5,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,125,UNITED STATES,,OAKLAND,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,125,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, OAKLAND",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,63,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,147,UNITED STATES,,ST CLAIR,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,147,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, ST CLAIR",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,49.9,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,161,UNITED STATES,,WASHTENAW,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,161,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, WASHTENAW",GRAIN,26,,FIELD CROPS,
00,,00,NOT SPECIFIED,YIELD,SURVEY,53.6,ANNUAL,,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,163,UNITED STATES,,WAYNE,ALL PRODUCTION PRACTICES,CROPS,26,1974,COUNTY,163,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, WAYNE",GRAIN,26,,FIELD CROPS,
