sector_desc,asd_code,asd_desc,begin_code,util_practice_desc,statisticcat_desc,reference_period_desc,country_name,agg_level_desc,state_alpha,state_ansi,prodn_practice_desc,county_name,county_code,year,watershed_code,domain_desc,zip_5,week_ending,short_desc,watershed_desc,source_desc,county_ansi,congr_district_code,region_desc,country_code,CV (%),commodity_desc,end_code,class_desc,load_time,freq_desc,domaincat_desc,state_name,unit_desc,state_fips_code,group_desc,Value,location_desc
CROPS,80,SOUTH CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,SHIAWASSEE,155,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,155,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,117,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE"
CROPS,90,SOUTHEAST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,GENESEE,049,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,049,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,114,"MICHIGAN, SOUTHEAST, GENESEE"
CROPS,90,SOUTHEAST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,LAPEER,087,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,087,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,122,"MICHIGAN, SOUTHEAST, LAPEER"
CROPS,90,SOUTHEAST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,LENAWEE,091,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,091,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,159,"MICHIGAN, SOUTHEAST, LENAWEE"
CROPS,90,SOUTHEAST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,LIVINGSTON,093,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,093,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,123,"MICHIGAN, SOUTHEAST, LIVINGSTON"
CROPS,90,SOUTHEAST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,MACOMB,099,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,099,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,116,"MICHIGAN, SOUTHEAST, MACOMB"
CROPS,90,SOUTHEAST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,MONROE,115,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,115,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,172,"MICHIGAN, SOUTHEAST, MONROE"
CROPS,90,SOUTHEAST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,OAKLAND,125,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,125,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,100,"MICHIGAN, SOUTHEAST, OAKLAND"
CROPS,90,SOUTHEAST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,ST CLAIR,147,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,147,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,126,"MICHIGAN, SOUTHEAST, ST CLAIR"
CROPS,90,SOUTHEAST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,WASHTENAW,161,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,161,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,127,"MICHIGAN, SOUTHEAST, WASHTENAW"
CROPS,90,SOUTHEAST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,WAYNE,163,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,163,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,145,"MICHIGAN, SOUTHEAST, WAYNE"
