county_name,prodn_practice_desc,country_name,watershed_desc,county_ansi,short_desc,state_name,reference_period_desc,class_desc,load_time,commodity_desc,domain_desc,state_alpha,watershed_code,unit_desc,freq_desc,congr_district_code,source_desc,Value,statisticcat_desc,end_code,domaincat_desc,CV (%),begin_code,region_desc,group_desc,zip_5,state_ansi,location_desc,util_practice_desc,asd_code,country_code,asd_desc,year,sector_desc,state_fips_code,agg_level_desc,county_code,week_ending
KALAMAZOO,ALL PRODUCTION PRACTICES,UNITED STATES,,077,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,76.6,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTHWEST, KALAMAZOO",GRAIN,70,9000,SOUTHWEST,1973,CROPS,26,COUNTY,077,
KENT,ALL PRODUCTION PRACTICES,UNITED STATES,,081,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,69.1,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTHWEST, KENT",GRAIN,70,9000,SOUTHWEST,1973,CROPS,26,COUNTY,081,
OTTAWA,ALL PRODUCTION PRACTICES,UNITED STATES,,139,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,69.5,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTHWEST, OTTAWA",GRAIN,70,9000,SOUTHWEST,1973,CROPS,26,COUNTY,139,
VAN BUREN,ALL PRODUCTION PRACTICES,UNITED STATES,,159,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,69,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTHWEST, VAN BUREN",GRAIN,70,9000,SOUTHWEST,1973,CROPS,26,COUNTY,159,
BARRY,ALL PRODUCTION PRACTICES,UNITED STATES,,015,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,67.9,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, BARRY",GRAIN,80,9000,SOUTH CENTRAL,1973,CROPS,26,COUNTY,015,
BRANCH,ALL PRODUCTION PRACTICES,UNITED STATES,,023,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,85.9,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, BRANCH",GRAIN,80,9000,SOUTH CENTRAL,1973,CROPS,26,COUNTY,023,
CALHOUN,ALL PRODUCTION PRACTICES,UNITED STATES,,025,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,86,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, CALHOUN",GRAIN,80,9000,SOUTH CENTRAL,1973,CROPS,26,COUNTY,025,
CLINTON,ALL PRODUCTION PRACTICES,UNITED STATES,,037,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,70.9,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, CLINTON",GRAIN,80,9000,SOUTH CENTRAL,1973,CROPS,26,COUNTY,037,
EATON,ALL PRODUCTION PRACTICES,UNITED STATES,,045,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,71.7,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, EATON",GRAIN,80,9000,SOUTH CENTRAL,1973,CROPS,26,COUNTY,045,
HILLSDALE,ALL PRODUCTION PRACTICES,UNITED STATES,,059,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,79.2,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",GRAIN,80,9000,SOUTH CENTRAL,1973,CROPS,26,COUNTY,059,
INGHAM,ALL PRODUCTION PRACTICES,UNITED STATES,,065,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,83.8,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, INGHAM",GRAIN,80,9000,SOUTH CENTRAL,1973,CROPS,26,COUNTY,065,
IONIA,ALL PRODUCTION PRACTICES,UNITED STATES,,067,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,67.9,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, IONIA",GRAIN,80,9000,SOUTH CENTRAL,1973,CROPS,26,COUNTY,067,
JACKSON,ALL PRODUCTION PRACTICES,UNITED STATES,,075,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,86,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, JACKSON",GRAIN,80,9000,SOUTH CENTRAL,1973,CROPS,26,COUNTY,075,
ST JOSEPH,ALL PRODUCTION PRACTICES,UNITED STATES,,149,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,81.8,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",GRAIN,80,9000,SOUTH CENTRAL,1973,CROPS,26,COUNTY,149,
SHIAWASSEE,ALL PRODUCTION PRACTICES,UNITED STATES,,155,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,75.6,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",GRAIN,80,9000,SOUTH CENTRAL,1973,CROPS,26,COUNTY,155,
GENESEE,ALL PRODUCTION PRACTICES,UNITED STATES,,049,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,87.1,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, GENESEE",GRAIN,90,9000,SOUTHEAST,1973,CROPS,26,COUNTY,049,
LAPEER,ALL PRODUCTION PRACTICES,UNITED STATES,,087,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,86.6,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, LAPEER",GRAIN,90,9000,SOUTHEAST,1973,CROPS,26,COUNTY,087,
LENAWEE,ALL PRODUCTION PRACTICES,UNITED STATES,,091,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,93.5,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, LENAWEE",GRAIN,90,9000,SOUTHEAST,1973,CROPS,26,COUNTY,091,
LIVINGSTON,ALL PRODUCTION PRACTICES,UNITED STATES,,093,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,87.7,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, LIVINGSTON",GRAIN,90,9000,SOUTHEAST,1973,CROPS,26,COUNTY,093,
MACOMB,ALL PRODUCTION PRACTICES,UNITED STATES,,099,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,82.4,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, MACOMB",GRAIN,90,9000,SOUTHEAST,1973,CROPS,26,COUNTY,099,
MONROE,ALL PRODUCTION PRACTICES,UNITED STATES,,115,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,93.5,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, MONROE",GRAIN,90,9000,SOUTHEAST,1973,CROPS,26,COUNTY,115,
OAKLAND,ALL PRODUCTION PRACTICES,UNITED STATES,,125,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,76.9,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, OAKLAND",GRAIN,90,9000,SOUTHEAST,1973,CROPS,26,COUNTY,125,
ST CLAIR,ALL PRODUCTION PRACTICES,UNITED STATES,,147,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,79.2,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, ST CLAIR",GRAIN,90,9000,SOUTHEAST,1973,CROPS,26,COUNTY,147,
WASHTENAW,ALL PRODUCTION PRACTICES,UNITED STATES,,161,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,90,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, WASHTENAW",GRAIN,90,9000,SOUTHEAST,1973,CROPS,26,COUNTY,161,
WAYNE,ALL PRODUCTION PRACTICES,UNITED STATES,,163,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BU / ACRE,ANNUAL,,SURVEY,78.1,YIELD,00,NOT SPECIFIED,,00,,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, WAYNE",GRAIN,90,9000,SOUTHEAST,1973,CROPS,26,COUNTY,163,
