source_desc,state_ansi,zip_5,util_practice_desc,location_desc,county_code,domain_desc,state_name,state_fips_code,unit_desc,reference_period_desc,domaincat_desc,region_desc,congr_district_code,asd_desc,end_code,prodn_practice_desc,county_ansi,sector_desc,statisticcat_desc,asd_code,CV (%),agg_level_desc,county_name,group_desc,week_ending,Value,country_code,class_desc,state_alpha,commodity_desc,country_name,freq_desc,short_desc,year,watershed_desc,watershed_code,load_time,begin_code
SURVEY,26,,GRAIN,"MICHIGAN, SOUTHWEST, CASS",027,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTHWEST,00,ALL PRODUCTION PRACTICES,027,CROPS,YIELD,70,,COUNTY,CASS,FIELD CROPS,,88,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTHWEST, KALAMAZOO",077,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTHWEST,00,ALL PRODUCTION PRACTICES,077,CROPS,YIELD,70,,COUNTY,KALAMAZOO,FIELD CROPS,,68.9,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTHWEST, KENT",081,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTHWEST,00,ALL PRODUCTION PRACTICES,081,CROPS,YIELD,70,,COUNTY,KENT,FIELD CROPS,,62.2,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTHWEST, OTTAWA",139,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTHWEST,00,ALL PRODUCTION PRACTICES,139,CROPS,YIELD,70,,COUNTY,OTTAWA,FIELD CROPS,,51,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTHWEST, VAN BUREN",159,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTHWEST,00,ALL PRODUCTION PRACTICES,159,CROPS,YIELD,70,,COUNTY,VAN BUREN,FIELD CROPS,,69.2,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTH CENTRAL, BARRY",015,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTH CENTRAL,00,ALL PRODUCTION PRACTICES,015,CROPS,YIELD,80,,COUNTY,BARRY,FIELD CROPS,,61.7,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTH CENTRAL, BRANCH",023,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTH CENTRAL,00,ALL PRODUCTION PRACTICES,023,CROPS,YIELD,80,,COUNTY,BRANCH,FIELD CROPS,,63.8,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTH CENTRAL, CALHOUN",025,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTH CENTRAL,00,ALL PRODUCTION PRACTICES,025,CROPS,YIELD,80,,COUNTY,CALHOUN,FIELD CROPS,,68.4,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTH CENTRAL, CLINTON",037,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTH CENTRAL,00,ALL PRODUCTION PRACTICES,037,CROPS,YIELD,80,,COUNTY,CLINTON,FIELD CROPS,,60.7,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTH CENTRAL, EATON",045,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTH CENTRAL,00,ALL PRODUCTION PRACTICES,045,CROPS,YIELD,80,,COUNTY,EATON,FIELD CROPS,,63.2,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",059,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTH CENTRAL,00,ALL PRODUCTION PRACTICES,059,CROPS,YIELD,80,,COUNTY,HILLSDALE,FIELD CROPS,,71,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTH CENTRAL, INGHAM",065,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTH CENTRAL,00,ALL PRODUCTION PRACTICES,065,CROPS,YIELD,80,,COUNTY,INGHAM,FIELD CROPS,,62.6,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTH CENTRAL, IONIA",067,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTH CENTRAL,00,ALL PRODUCTION PRACTICES,067,CROPS,YIELD,80,,COUNTY,IONIA,FIELD CROPS,,66.8,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTH CENTRAL, JACKSON",075,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTH CENTRAL,00,ALL PRODUCTION PRACTICES,075,CROPS,YIELD,80,,COUNTY,JACKSON,FIELD CROPS,,66.1,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",149,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTH CENTRAL,00,ALL PRODUCTION PRACTICES,149,CROPS,YIELD,80,,COUNTY,ST JOSEPH,FIELD CROPS,,81.9,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",155,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTH CENTRAL,00,ALL PRODUCTION PRACTICES,155,CROPS,YIELD,80,,COUNTY,SHIAWASSEE,FIELD CROPS,,65.2,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTHEAST, GENESEE",049,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTHEAST,00,ALL PRODUCTION PRACTICES,049,CROPS,YIELD,90,,COUNTY,GENESEE,FIELD CROPS,,56.1,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTHEAST, LAPEER",087,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTHEAST,00,ALL PRODUCTION PRACTICES,087,CROPS,YIELD,90,,COUNTY,LAPEER,FIELD CROPS,,72.5,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTHEAST, LENAWEE",091,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTHEAST,00,ALL PRODUCTION PRACTICES,091,CROPS,YIELD,90,,COUNTY,LENAWEE,FIELD CROPS,,78.5,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTHEAST, LIVINGSTON",093,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTHEAST,00,ALL PRODUCTION PRACTICES,093,CROPS,YIELD,90,,COUNTY,LIVINGSTON,FIELD CROPS,,73.4,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTHEAST, MACOMB",099,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTHEAST,00,ALL PRODUCTION PRACTICES,099,CROPS,YIELD,90,,COUNTY,MACOMB,FIELD CROPS,,80,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTHEAST, MONROE",115,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTHEAST,00,ALL PRODUCTION PRACTICES,115,CROPS,YIELD,90,,COUNTY,MONROE,FIELD CROPS,,77.9,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTHEAST, OAKLAND",125,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTHEAST,00,ALL PRODUCTION PRACTICES,125,CROPS,YIELD,90,,COUNTY,OAKLAND,FIELD CROPS,,60,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTHEAST, ST CLAIR",147,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTHEAST,00,ALL PRODUCTION PRACTICES,147,CROPS,YIELD,90,,COUNTY,ST CLAIR,FIELD CROPS,,76.8,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTHEAST, WASHTENAW",161,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTHEAST,00,ALL PRODUCTION PRACTICES,161,CROPS,YIELD,90,,COUNTY,WASHTENAW,FIELD CROPS,,60.9,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTHEAST, WAYNE",163,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTHEAST,00,ALL PRODUCTION PRACTICES,163,CROPS,YIELD,90,,COUNTY,WAYNE,FIELD CROPS,,62.3,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
