region_desc,group_desc,zip_5,state_ansi,location_desc,util_practice_desc,asd_code,country_code,asd_desc,state_fips_code,year,sector_desc,county_code,week_ending,agg_level_desc,county_name,prodn_practice_desc,country_name,watershed_desc,county_ansi,short_desc,state_name,reference_period_desc,class_desc,load_time,domain_desc,commodity_desc,state_alpha,watershed_code,unit_desc,congr_district_code,freq_desc,Value,source_desc,statisticcat_desc,end_code,domaincat_desc,CV (%),begin_code
,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",GRAIN,80,9000,SOUTH CENTRAL,26,1969,CROPS,149,,COUNTY,ST JOSEPH,ALL PRODUCTION PRACTICES,UNITED STATES,,149,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,69.2,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",GRAIN,80,9000,SOUTH CENTRAL,26,1969,CROPS,155,,COUNTY,SHIAWASSEE,ALL PRODUCTION PRACTICES,UNITED STATES,,155,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,76.3,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, GENESEE",GRAIN,90,9000,SOUTHEAST,26,1969,CROPS,049,,COUNTY,GENESEE,ALL PRODUCTION PRACTICES,UNITED STATES,,049,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,69.9,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, LAPEER",GRAIN,90,9000,SOUTHEAST,26,1969,CROPS,087,,COUNTY,LAPEER,ALL PRODUCTION PRACTICES,UNITED STATES,,087,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,84.1,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, LENAWEE",GRAIN,90,9000,SOUTHEAST,26,1969,CROPS,091,,COUNTY,LENAWEE,ALL PRODUCTION PRACTICES,UNITED STATES,,091,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,92.2,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, LIVINGSTON",GRAIN,90,9000,SOUTHEAST,26,1969,CROPS,093,,COUNTY,LIVINGSTON,ALL PRODUCTION PRACTICES,UNITED STATES,,093,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,76.7,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, MACOMB",GRAIN,90,9000,SOUTHEAST,26,1969,CROPS,099,,COUNTY,MACOMB,ALL PRODUCTION PRACTICES,UNITED STATES,,099,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,78.7,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, MONROE",GRAIN,90,9000,SOUTHEAST,26,1969,CROPS,115,,COUNTY,MONROE,ALL PRODUCTION PRACTICES,UNITED STATES,,115,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,90,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, OAKLAND",GRAIN,90,9000,SOUTHEAST,26,1969,CROPS,125,,COUNTY,OAKLAND,ALL PRODUCTION PRACTICES,UNITED STATES,,125,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,77.2,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, ST CLAIR",GRAIN,90,9000,SOUTHEAST,26,1969,CROPS,147,,COUNTY,ST CLAIR,ALL PRODUCTION PRACTICES,UNITED STATES,,147,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,80,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, WASHTENAW",GRAIN,90,9000,SOUTHEAST,26,1969,CROPS,161,,COUNTY,WASHTENAW,ALL PRODUCTION PRACTICES,UNITED STATES,,161,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,82.7,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTHEAST, WAYNE",GRAIN,90,9000,SOUTHEAST,26,1969,CROPS,163,,COUNTY,WAYNE,ALL PRODUCTION PRACTICES,UNITED STATES,,163,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,69.6,SURVEY,YIELD,00,NOT SPECIFIED,,00
