statisticcat_desc,Value,source_desc,freq_desc,congr_district_code,unit_desc,begin_code,CV (%),end_code,domaincat_desc,county_ansi,country_name,watershed_desc,county_name,prodn_practice_desc,state_alpha,watershed_code,commodity_desc,domain_desc,class_desc,load_time,short_desc,reference_period_desc,state_name,asd_code,state_fips_code,sector_desc,year,agg_level_desc,county_code,week_ending,asd_desc,country_code,state_ansi,group_desc,zip_5,region_desc,location_desc,util_practice_desc
YIELD,93.1,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,027,UNITED STATES,,CASS,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,70,26,CROPS,1984,COUNTY,027,,SOUTHWEST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHWEST, CASS",GRAIN
YIELD,63.7,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,077,UNITED STATES,,KALAMAZOO,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,70,26,CROPS,1984,COUNTY,077,,SOUTHWEST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHWEST, KALAMAZOO",GRAIN
YIELD,78.4,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,081,UNITED STATES,,KENT,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,70,26,CROPS,1984,COUNTY,081,,SOUTHWEST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHWEST, KENT",GRAIN
YIELD,72.7,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,139,UNITED STATES,,OTTAWA,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,70,26,CROPS,1984,COUNTY,139,,SOUTHWEST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHWEST, OTTAWA",GRAIN
YIELD,58.9,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,159,UNITED STATES,,VAN BUREN,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,70,26,CROPS,1984,COUNTY,159,,SOUTHWEST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHWEST, VAN BUREN",GRAIN
YIELD,78.5,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,015,UNITED STATES,,BARRY,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,80,26,CROPS,1984,COUNTY,015,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, BARRY",GRAIN
YIELD,101.9,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,023,UNITED STATES,,BRANCH,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,80,26,CROPS,1984,COUNTY,023,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, BRANCH",GRAIN
YIELD,62.7,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,025,UNITED STATES,,CALHOUN,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,80,26,CROPS,1984,COUNTY,025,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, CALHOUN",GRAIN
YIELD,84.3,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,037,UNITED STATES,,CLINTON,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,80,26,CROPS,1984,COUNTY,037,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, CLINTON",GRAIN
YIELD,68.6,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,045,UNITED STATES,,EATON,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,80,26,CROPS,1984,COUNTY,045,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, EATON",GRAIN
YIELD,75.5,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,059,UNITED STATES,,HILLSDALE,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,80,26,CROPS,1984,COUNTY,059,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",GRAIN
YIELD,61.6,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,065,UNITED STATES,,INGHAM,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,80,26,CROPS,1984,COUNTY,065,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, INGHAM",GRAIN
YIELD,78.4,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,067,UNITED STATES,,IONIA,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,80,26,CROPS,1984,COUNTY,067,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, IONIA",GRAIN
YIELD,61.5,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,075,UNITED STATES,,JACKSON,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,80,26,CROPS,1984,COUNTY,075,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, JACKSON",GRAIN
YIELD,90.4,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,149,UNITED STATES,,ST JOSEPH,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,80,26,CROPS,1984,COUNTY,149,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",GRAIN
YIELD,74.5,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,155,UNITED STATES,,SHIAWASSEE,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,80,26,CROPS,1984,COUNTY,155,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",GRAIN
YIELD,91.4,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,049,UNITED STATES,,GENESEE,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,90,26,CROPS,1984,COUNTY,049,,SOUTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHEAST, GENESEE",GRAIN
YIELD,101.9,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,087,UNITED STATES,,LAPEER,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,90,26,CROPS,1984,COUNTY,087,,SOUTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHEAST, LAPEER",GRAIN
YIELD,95.2,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,091,UNITED STATES,,LENAWEE,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,90,26,CROPS,1984,COUNTY,091,,SOUTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHEAST, LENAWEE",GRAIN
YIELD,61,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,093,UNITED STATES,,LIVINGSTON,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,90,26,CROPS,1984,COUNTY,093,,SOUTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHEAST, LIVINGSTON",GRAIN
YIELD,86.3,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,099,UNITED STATES,,MACOMB,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,90,26,CROPS,1984,COUNTY,099,,SOUTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHEAST, MACOMB",GRAIN
YIELD,103.9,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,115,UNITED STATES,,MONROE,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,90,26,CROPS,1984,COUNTY,115,,SOUTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHEAST, MONROE",GRAIN
YIELD,58,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,125,UNITED STATES,,OAKLAND,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,90,26,CROPS,1984,COUNTY,125,,SOUTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHEAST, OAKLAND",GRAIN
YIELD,94.1,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,147,UNITED STATES,,ST CLAIR,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,90,26,CROPS,1984,COUNTY,147,,SOUTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHEAST, ST CLAIR",GRAIN
YIELD,61.8,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,161,UNITED STATES,,WASHTENAW,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,90,26,CROPS,1984,COUNTY,161,,SOUTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHEAST, WASHTENAW",GRAIN
YIELD,90.2,SURVEY,ANNUAL,,BU / ACRE,00,,00,NOT SPECIFIED,163,UNITED STATES,,WAYNE,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,90,26,CROPS,1984,COUNTY,163,,SOUTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHEAST, WAYNE",GRAIN
