commodity_desc,country_name,country_code,class_desc,state_alpha,begin_code,load_time,freq_desc,short_desc,watershed_code,year,watershed_desc,county_name,agg_level_desc,group_desc,end_code,prodn_practice_desc,county_ansi,sector_desc,statisticcat_desc,CV (%),asd_code,Value,week_ending,reference_period_desc,domaincat_desc,unit_desc,asd_desc,congr_district_code,region_desc,state_ansi,util_practice_desc,zip_5,source_desc,state_name,state_fips_code,location_desc,domain_desc,county_code
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,SHIAWASSEE,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,155,CROPS,YIELD,,80,150,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",TOTAL,155
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,OTHER (COMBINED) COUNTIES,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,,CROPS,YIELD,,90,142.9,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",TOTAL,998
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,LAPEER,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,087,CROPS,YIELD,,90,170.7,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, LAPEER",TOTAL,087
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,LENAWEE,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,091,CROPS,YIELD,,90,165.7,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, LENAWEE",TOTAL,091
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,LIVINGSTON,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,093,CROPS,YIELD,,90,155.6,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, LIVINGSTON",TOTAL,093
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,MACOMB,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,099,CROPS,YIELD,,90,168.6,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, MACOMB",TOTAL,099
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,MONROE,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,115,CROPS,YIELD,,90,169.5,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, MONROE",TOTAL,115
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,ST CLAIR,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,147,CROPS,YIELD,,90,160.8,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, ST CLAIR",TOTAL,147
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,WASHTENAW,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,161,CROPS,YIELD,,90,137.8,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, WASHTENAW",TOTAL,161
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,WAYNE,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,163,CROPS,YIELD,,90,116.7,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHEAST, WAYNE",TOTAL,163
