begin_code,CV (%),domaincat_desc,end_code,statisticcat_desc,Value,source_desc,congr_district_code,freq_desc,unit_desc,state_alpha,watershed_code,domain_desc,commodity_desc,class_desc,load_time,short_desc,reference_period_desc,state_name,county_ansi,country_name,watershed_desc,county_name,prodn_practice_desc,state_fips_code,year,sector_desc,county_code,agg_level_desc,week_ending,asd_desc,country_code,asd_code,location_desc,util_practice_desc,state_ansi,group_desc,zip_5,region_desc
00,,NOT SPECIFIED,00,YIELD,44,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,021,UNITED STATES,,BERRIEN,ALL PRODUCTION PRACTICES,26,1954,CROPS,021,COUNTY,,SOUTHWEST,9000,70,"MICHIGAN, SOUTHWEST, BERRIEN",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,44,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,027,UNITED STATES,,CASS,ALL PRODUCTION PRACTICES,26,1954,CROPS,027,COUNTY,,SOUTHWEST,9000,70,"MICHIGAN, SOUTHWEST, CASS",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,40.1,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,077,UNITED STATES,,KALAMAZOO,ALL PRODUCTION PRACTICES,26,1954,CROPS,077,COUNTY,,SOUTHWEST,9000,70,"MICHIGAN, SOUTHWEST, KALAMAZOO",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,44.9,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,081,UNITED STATES,,KENT,ALL PRODUCTION PRACTICES,26,1954,CROPS,081,COUNTY,,SOUTHWEST,9000,70,"MICHIGAN, SOUTHWEST, KENT",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,44.9,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,139,UNITED STATES,,OTTAWA,ALL PRODUCTION PRACTICES,26,1954,CROPS,139,COUNTY,,SOUTHWEST,9000,70,"MICHIGAN, SOUTHWEST, OTTAWA",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,33.5,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,159,UNITED STATES,,VAN BUREN,ALL PRODUCTION PRACTICES,26,1954,CROPS,159,COUNTY,,SOUTHWEST,9000,70,"MICHIGAN, SOUTHWEST, VAN BUREN",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,44,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,015,UNITED STATES,,BARRY,ALL PRODUCTION PRACTICES,26,1954,CROPS,015,COUNTY,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, BARRY",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,44.9,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,023,UNITED STATES,,BRANCH,ALL PRODUCTION PRACTICES,26,1954,CROPS,023,COUNTY,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, BRANCH",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,40.2,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,025,UNITED STATES,,CALHOUN,ALL PRODUCTION PRACTICES,26,1954,CROPS,025,COUNTY,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, CALHOUN",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,46.9,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,037,UNITED STATES,,CLINTON,ALL PRODUCTION PRACTICES,26,1954,CROPS,037,COUNTY,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, CLINTON",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,44,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,045,UNITED STATES,,EATON,ALL PRODUCTION PRACTICES,26,1954,CROPS,045,COUNTY,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, EATON",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,49.7,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,059,UNITED STATES,,HILLSDALE,ALL PRODUCTION PRACTICES,26,1954,CROPS,059,COUNTY,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,45.9,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,065,UNITED STATES,,INGHAM,ALL PRODUCTION PRACTICES,26,1954,CROPS,065,COUNTY,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, INGHAM",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,48.8,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,067,UNITED STATES,,IONIA,ALL PRODUCTION PRACTICES,26,1954,CROPS,067,COUNTY,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, IONIA",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,43,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,075,UNITED STATES,,JACKSON,ALL PRODUCTION PRACTICES,26,1954,CROPS,075,COUNTY,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, JACKSON",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,38.2,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,149,UNITED STATES,,ST JOSEPH,ALL PRODUCTION PRACTICES,26,1954,CROPS,149,COUNTY,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,41.1,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,155,UNITED STATES,,SHIAWASSEE,ALL PRODUCTION PRACTICES,26,1954,CROPS,155,COUNTY,,SOUTH CENTRAL,9000,80,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,43,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,049,UNITED STATES,,GENESEE,ALL PRODUCTION PRACTICES,26,1954,CROPS,049,COUNTY,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, GENESEE",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,42.1,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,087,UNITED STATES,,LAPEER,ALL PRODUCTION PRACTICES,26,1954,CROPS,087,COUNTY,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, LAPEER",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,59.3,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,091,UNITED STATES,,LENAWEE,ALL PRODUCTION PRACTICES,26,1954,CROPS,091,COUNTY,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, LENAWEE",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,40.1,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,093,UNITED STATES,,LIVINGSTON,ALL PRODUCTION PRACTICES,26,1954,CROPS,093,COUNTY,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, LIVINGSTON",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,38.2,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,099,UNITED STATES,,MACOMB,ALL PRODUCTION PRACTICES,26,1954,CROPS,099,COUNTY,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, MACOMB",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,55.4,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,115,UNITED STATES,,MONROE,ALL PRODUCTION PRACTICES,26,1954,CROPS,115,COUNTY,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, MONROE",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,38.3,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,125,UNITED STATES,,OAKLAND,ALL PRODUCTION PRACTICES,26,1954,CROPS,125,COUNTY,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, OAKLAND",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,39.2,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,147,UNITED STATES,,ST CLAIR,ALL PRODUCTION PRACTICES,26,1954,CROPS,147,COUNTY,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, ST CLAIR",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,51.6,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,161,UNITED STATES,,WASHTENAW,ALL PRODUCTION PRACTICES,26,1954,CROPS,161,COUNTY,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, WASHTENAW",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,50.7,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,163,UNITED STATES,,WAYNE,ALL PRODUCTION PRACTICES,26,1954,CROPS,163,COUNTY,,SOUTHEAST,9000,90,"MICHIGAN, SOUTHEAST, WAYNE",GRAIN,26,FIELD CROPS,,
